Driver,Start,Mid Race,Finish,High Pos.,Low Pos.,Avg. Pos.,Pass Diff.,Green Flag Passes,Green Flag Times Passed,Quality Passes,Pct. Quality Passes,Fastest Lap,Top 15 Laps,Pct. Top 15 Laps,Laps Led,Pct. Laps Led,Total Laps,DRIVER RATING,race_name,year,race_num
Kevin Harvick,31,6,1,1,36,9,9,96,87,89,92.7,4,100,83.3,42,35.0,120,122.2,2007_Orbitz_300,2007,1
Dave Blaney,11,9,2,2,42,11,5,149,144,138,92.6,6,104,86.7,0,0.0,120,103.2,2007_Orbitz_300,2007,1
Carl Edwards,6,3,3,1,9,3,2,118,116,118,100.0,7,120,100.0,10,8.3,120,119.8,2007_Orbitz_300,2007,1
Clint Bowyer,26,4,4,1,40,9,9,130,121,119,91.5,3,100,83.3,3,2.5,120,108.3,2007_Orbitz_300,2007,1
Mark Martin,8,10,5,2,21,7,1,127,126,127,100.0,3,118,98.3,0,0.0,120,106.2,2007_Orbitz_300,2007,1
"Martin Truex, Jr.",4,7,6,1,13,6,0,158,158,158,100.0,7,120,100.0,5,4.2,120,105.6,2007_Orbitz_300,2007,1
"Dale Earnhardt, Jr.",20,5,7,1,32,10,13,135,122,108,80.0,10,94,78.3,8,6.7,120,103.6,2007_Orbitz_300,2007,1
Tony Stewart,38,19,8,6,40,17,11,82,71,56,68.3,8,49,40.8,0,0.0,120,92.1,2007_Orbitz_300,2007,1
Denny Hamlin,15,27,9,5,35,21,26,83,57,50,60.2,5,41,34.2,0,0.0,120,74.4,2007_Orbitz_300,2007,1
Greg Biffle,9,11,10,3,27,9,11,116,105,111,95.7,1,115,95.8,0,0.0,120,90.1,2007_Orbitz_300,2007,1
Robby Gordon,14,20,11,5,34,17,1,85,84,59,69.4,0,59,49.2,0,0.0,120,83.1,2007_Orbitz_300,2007,1
Matt Kenseth,13,2,12,1,16,7,2,105,103,105,100.0,3,120,100.0,2,1.7,120,99.6,2007_Orbitz_300,2007,1
Scott Wimmer,36,22,13,11,37,20,13,61,48,21,34.4,2,35,29.2,0,0.0,120,69.8,2007_Orbitz_300,2007,1
Todd Kluever,18,17,14,8,29,16,-3,84,87,55,65.5,4,59,49.2,0,0.0,120,83.8,2007_Orbitz_300,2007,1
Jon Wood,3,24,15,3,43,24,12,51,39,7,13.7,2,4,3.3,0,0.0,120,68.7,2007_Orbitz_300,2007,1
Marcos Ambrose,37,16,16,12,39,20,0,48,48,2,4.2,6,8,6.7,0,0.0,120,67.7,2007_Orbitz_300,2007,1
Paul Menard,12,13,17,2,24,13,2,99,97,61,61.6,4,73,60.8,0,0.0,120,77.5,2007_Orbitz_300,2007,1
Bobby Labonte,42,21,18,16,43,22,-1,47,48,0,0.0,2,0,0.0,0,0.0,120,64.9,2007_Orbitz_300,2007,1
Aric Almirola,1,14,19,1,21,16,-34,49,83,15,30.6,4,54,45.0,0,0.0,120,68.7,2007_Orbitz_300,2007,1
David Gilliland,35,18,20,9,37,18,-2,70,72,36,51.4,1,40,33.3,0,0.0,120,69.1,2007_Orbitz_300,2007,1
Brent Sherman,28,26,21,1,38,24,-20,22,42,0,0.0,0,3,2.5,1,0.8,120,50.0,2007_Orbitz_300,2007,1
Jason Leffler,2,25,22,1,30,22,-6,52,58,22,42.3,1,15,12.5,2,1.7,120,52.9,2007_Orbitz_300,2007,1
Mike Wallace,32,8,23,1,32,14,3,110,107,89,80.9,5,86,71.7,1,0.8,120,73.4,2007_Orbitz_300,2007,1
"Bobby Hamilton, Jr.",33,29,24,12,35,28,19,29,10,0,0.0,0,1,0.8,0,0.0,119,53.7,2007_Orbitz_300,2007,1
Steve Grissom,43,30,25,21,42,30,-11,13,24,0,0.0,0,0,0.0,0,0.0,118,35.9,2007_Orbitz_300,2007,1
Regan Smith,24,33,26,14,38,31,12,29,17,2,6.9,1,2,1.7,0,0.0,115,51.1,2007_Orbitz_300,2007,1
Kyle Krisiloff,19,23,27,15,31,25,-12,34,46,0,0.0,1,2,1.7,0,0.0,114,42.6,2007_Orbitz_300,2007,1
"Robert Richardson, Jr.",39,28,28,19,43,30,-9,15,24,0,0.0,0,0,0.0,0,0.0,114,39.5,2007_Orbitz_300,2007,1
David Reutimann,21,15,29,2,32,15,-26,109,135,78,71.6,1,75,62.5,0,0.0,114,70.6,2007_Orbitz_300,2007,1
Steve Wallace,34,34,30,20,36,30,-3,30,33,0,0.0,1,0,0.0,0,0.0,114,50.7,2007_Orbitz_300,2007,1
"Sam Hornish, Jr.",27,31,31,10,33,26,-1,58,59,27,46.6,2,11,9.2,0,0.0,114,56.6,2007_Orbitz_300,2007,1
Ward Burton,22,32,32,10,37,31,15,42,27,19,45.2,0,10,8.3,0,0.0,113,52.5,2007_Orbitz_300,2007,1
Stephen Leicht,7,36,33,7,42,35,-9,11,20,5,45.5,0,3,2.5,0,0.0,105,31.4,2007_Orbitz_300,2007,1
Joe Nemechek,23,37,34,22,42,37,4,13,9,0,0.0,3,0,0.0,0,0.0,101,37.1,2007_Orbitz_300,2007,1
Eric McClure,41,35,35,12,40,34,-5,14,19,0,0.0,0,1,0.8,0,0.0,99,35.2,2007_Orbitz_300,2007,1
Shane Huffman,40,38,36,27,41,37,2,12,10,0,0.0,2,0,0.0,0,0.0,86,45.4,2007_Orbitz_300,2007,1
Kyle Busch,10,1,37,1,37,13,-26,52,78,52,100.0,3,79,65.8,46,38.3,82,96.4,2007_Orbitz_300,2007,1
Reed Sorenson,25,12,38,6,38,22,-7,64,71,38,59.4,2,53,44.2,0,0.0,80,67.4,2007_Orbitz_300,2007,1
John Andretti,5,40,39,5,40,36,-13,21,34,9,42.9,0,9,7.5,0,0.0,26,46.5,2007_Orbitz_300,2007,1
Juan Pablo Montoya,16,39,40,4,40,33,-13,38,51,33,86.8,0,19,15.8,0,0.0,24,62.3,2007_Orbitz_300,2007,1
Kasey Kahne,29,41,41,8,41,37,18,34,16,19,55.9,0,12,10.0,0,0.0,15,71.5,2007_Orbitz_300,2007,1
Jamie McMurray,30,42,42,10,42,39,13,28,15,18,64.3,0,6,5.0,0,0.0,15,61.0,2007_Orbitz_300,2007,1
David Ragan,17,43,43,16,43,42,-2,8,10,0,0.0,0,0,0.0,0,0.0,4,47.6,2007_Orbitz_300,2007,1
Matt Kenseth,2,1,1,1,9,3,7,18,11,18,100.0,19,150,100.0,48,32.0,150,132.5,2007_Stater_Brothers_300,2007,2
Casey Mears,5,5,2,2,13,5,20,29,9,29,100.0,11,150,100.0,0,0.0,150,116.4,2007_Stater_Brothers_300,2007,2
Kyle Busch,7,2,3,1,26,3,11,21,10,21,100.0,29,146,97.3,27,18.0,150,127.7,2007_Stater_Brothers_300,2007,2
Carl Edwards,40,8,4,4,40,13,36,50,14,23,46.0,0,103,68.7,0,0.0,150,99.0,2007_Stater_Brothers_300,2007,2
Greg Biffle,11,4,5,3,27,7,10,26,16,26,100.0,0,146,97.3,0,0.0,150,109.5,2007_Stater_Brothers_300,2007,2
Kevin Harvick,6,35,6,1,38,14,-22,39,61,23,59.0,1,109,72.7,11,7.3,150,101.2,2007_Stater_Brothers_300,2007,2
Jeff Burton,3,3,7,1,7,2,-1,20,21,20,100.0,43,150,100.0,46,30.7,150,133.4,2007_Stater_Brothers_300,2007,2
Denny Hamlin,4,15,8,4,26,14,8,41,33,23,56.1,0,96,64.0,0,0.0,150,89.1,2007_Stater_Brothers_300,2007,2
Regan Smith,22,10,9,8,29,14,9,34,25,17,50.0,0,93,62.0,0,0.0,150,90.5,2007_Stater_Brothers_300,2007,2
Dave Blaney,1,7,10,1,23,8,6,30,24,25,83.3,4,139,92.7,16,10.7,150,104.4,2007_Stater_Brothers_300,2007,2
Tony Stewart,23,6,11,3,23,8,20,38,18,31,81.6,0,149,99.3,0,0.0,150,100.1,2007_Stater_Brothers_300,2007,2
David Stremme,9,13,12,7,34,14,24,43,19,22,51.2,0,106,70.7,0,0.0,150,87.0,2007_Stater_Brothers_300,2007,2
Joe Nemechek,19,21,13,4,31,15,4,41,37,17,41.5,0,93,62.0,0,0.0,150,82.1,2007_Stater_Brothers_300,2007,2
David Reutimann,15,14,14,10,26,17,9,37,28,14,37.8,0,69,46.0,0,0.0,150,78.0,2007_Stater_Brothers_300,2007,2
Jamie McMurray,17,22,15,3,31,16,-18,34,52,13,38.2,0,66,44.0,0,0.0,150,77.5,2007_Stater_Brothers_300,2007,2
Scott Riggs,10,18,16,3,27,19,-16,44,60,8,18.2,0,45,30.0,0,0.0,150,70.7,2007_Stater_Brothers_300,2007,2
Timothy Peters,28,20,17,16,35,25,-3,33,36,0,0.0,0,0,0.0,0,0.0,150,60.3,2007_Stater_Brothers_300,2007,2
David Ragan,12,33,18,8,34,18,-26,37,63,12,32.4,0,52,34.7,0,0.0,150,69.4,2007_Stater_Brothers_300,2007,2
Jeff Green,14,23,19,5,25,15,-8,33,41,12,36.4,0,77,51.3,0,0.0,150,76.4,2007_Stater_Brothers_300,2007,2
Stephen Leicht,25,28,20,2,32,22,-24,42,66,5,11.9,0,21,14.0,0,0.0,150,59.4,2007_Stater_Brothers_300,2007,2
Shane Huffman,24,19,21,9,34,25,-8,43,51,0,0.0,0,2,1.3,0,0.0,150,58.8,2007_Stater_Brothers_300,2007,2
Steve Wallace,8,32,22,15,38,27,-1,29,30,0,0.0,0,1,0.7,0,0.0,150,53.7,2007_Stater_Brothers_300,2007,2
J.J. Yeley,35,17,23,17,38,31,20,42,22,0,0.0,1,0,0.0,0,0.0,150,53.1,2007_Stater_Brothers_300,2007,2
Mike Wallace,34,29,24,1,38,28,-6,34,40,0,0.0,0,11,7.3,1,0.7,150,49.4,2007_Stater_Brothers_300,2007,2
Marcos Ambrose,41,27,25,22,41,30,0,46,46,0,0.0,0,0,0.0,0,0.0,150,44.3,2007_Stater_Brothers_300,2007,2
Kenny Wallace,27,31,26,17,37,29,5,42,37,0,0.0,0,0,0.0,0,0.0,150,45.7,2007_Stater_Brothers_300,2007,2
Brent Sherman,31,37,27,1,38,31,-3,25,28,0,0.0,0,2,1.3,1,0.7,150,40.6,2007_Stater_Brothers_300,2007,2
Jay Sauter,13,24,28,12,33,26,-12,24,36,2,8.3,0,9,6.0,0,0.0,150,46.1,2007_Stater_Brothers_300,2007,2
"Bobby Hamilton, Jr.",32,26,29,21,35,31,-9,35,44,0,0.0,0,0,0.0,0,0.0,150,38.0,2007_Stater_Brothers_300,2007,2
Kertus Davis,33,30,30,4,41,32,-12,19,31,0,0.0,0,5,3.3,0,0.0,150,35.2,2007_Stater_Brothers_300,2007,2
Jon Wood,18,16,31,14,31,24,-4,34,38,2,5.9,0,2,1.3,0,0.0,149,50.4,2007_Stater_Brothers_300,2007,2
Brad Keselowski,37,36,32,32,39,35,-1,12,13,0,0.0,0,0,0.0,0,0.0,149,32.2,2007_Stater_Brothers_300,2007,2
Kyle Krisiloff,36,38,33,33,40,37,-1,13,14,0,0.0,0,0,0.0,0,0.0,147,31.3,2007_Stater_Brothers_300,2007,2
Ward Burton,21,39,34,16,39,31,-3,15,18,0,0.0,1,0,0.0,0,0.0,137,55.2,2007_Stater_Brothers_300,2007,2
"Sam Hornish, Jr.",16,11,35,6,35,19,1,30,29,8,26.7,0,45,30.0,0,0.0,132,64.7,2007_Stater_Brothers_300,2007,2
Reed Sorenson,20,12,36,8,37,22,-13,16,29,7,43.8,0,69,46.0,0,0.0,126,70.0,2007_Stater_Brothers_300,2007,2
Paul Menard,26,9,37,3,37,15,3,38,35,28,73.7,0,110,73.3,0,0.0,122,76.0,2007_Stater_Brothers_300,2007,2
Jason Leffler,30,34,38,15,38,28,7,35,28,2,5.7,0,5,3.3,0,0.0,87,52.4,2007_Stater_Brothers_300,2007,2
Juan Pablo Montoya,29,25,39,9,39,28,-1,26,27,5,19.2,0,29,19.3,0,0.0,87,52.4,2007_Stater_Brothers_300,2007,2
Eric McClure,39,40,40,39,41,40,-2,3,5,0,0.0,0,0,0.0,0,0.0,64,23.8,2007_Stater_Brothers_300,2007,2
Morgan Shepherd,38,41,41,35,41,41,-6,2,8,0,0.0,0,0,0.0,0,0.0,18,28.0,2007_Stater_Brothers_300,2007,2
Juan Pablo Montoya,3,1,1,1,21,4,20,45,25,38,84.4,33,77,93.9,43,52.4,82,149.2,2007_Telcel-Motorola_Mexico_200,2007,3
Denny Hamlin,5,3,2,1,21,4,0,34,34,29,85.3,7,80,97.6,1,1.2,82,120.2,2007_Telcel-Motorola_Mexico_200,2007,3
Boris Said,7,5,3,2,35,6,2,54,52,32,59.3,4,75,91.5,0,0.0,82,113.4,2007_Telcel-Motorola_Mexico_200,2007,3
Carl Edwards,9,4,4,1,23,6,2,38,36,31,81.6,0,80,97.6,1,1.2,82,112.0,2007_Telcel-Motorola_Mexico_200,2007,3
Scott Pruett,1,2,5,1,29,4,6,47,41,32,68.1,13,77,93.9,22,26.8,82,124.8,2007_Telcel-Motorola_Mexico_200,2007,3
Jason Leffler,23,18,6,4,29,15,9,64,55,30,46.9,0,43,52.4,0,0.0,82,82.1,2007_Telcel-Motorola_Mexico_200,2007,3
Jorge Goeters,4,7,7,1,25,11,10,54,44,34,63.0,2,64,78.0,3,3.7,82,104.9,2007_Telcel-Motorola_Mexico_200,2007,3
Marcos Ambrose,12,6,8,5,30,10,3,60,57,36,60.0,0,66,80.5,0,0.0,82,104.6,2007_Telcel-Motorola_Mexico_200,2007,3
Adrian Fernandez,17,9,9,2,39,12,0,57,57,29,50.9,0,68,82.9,0,0.0,82,94.3,2007_Telcel-Motorola_Mexico_200,2007,3
Jon Wood,30,24,10,10,40,23,10,63,53,12,19.0,0,18,22.0,0,0.0,82,65.7,2007_Telcel-Motorola_Mexico_200,2007,3
Todd Kluever,32,22,11,4,34,20,1,61,60,20,32.8,0,20,24.4,0,0.0,82,70.5,2007_Telcel-Motorola_Mexico_200,2007,3
David Reutimann,25,21,12,10,38,23,12,68,56,16,23.5,0,7,8.5,0,0.0,82,65.3,2007_Telcel-Motorola_Mexico_200,2007,3
Dave Blaney,31,26,13,12,37,24,6,55,49,11,20.0,0,4,4.9,0,0.0,82,61.2,2007_Telcel-Motorola_Mexico_200,2007,3
David Ragan,35,33,14,10,41,28,21,62,41,13,21.0,0,11,13.4,0,0.0,82,61.5,2007_Telcel-Motorola_Mexico_200,2007,3
Brent Sherman,26,25,15,4,34,21,22,71,49,26,36.6,0,19,23.2,0,0.0,82,65.8,2007_Telcel-Motorola_Mexico_200,2007,3
Kyle Krisiloff,34,28,16,9,38,27,11,64,53,12,18.8,0,3,3.7,0,0.0,82,51.2,2007_Telcel-Motorola_Mexico_200,2007,3
"Bobby Hamilton, Jr.",18,15,17,2,29,16,-16,51,67,33,64.7,0,36,43.9,0,0.0,82,78.7,2007_Telcel-Motorola_Mexico_200,2007,3
Steve Wallace,22,11,18,11,38,19,4,53,49,8,15.1,0,28,34.1,0,0.0,82,74.9,2007_Telcel-Motorola_Mexico_200,2007,3
Mike Wallace,28,23,19,6,33,22,3,62,59,18,29.0,0,6,7.3,0,0.0,82,68.1,2007_Telcel-Motorola_Mexico_200,2007,3
Greg Biffle,16,8,20,1,28,10,-13,48,61,33,68.8,0,70,85.4,1,1.2,82,92.0,2007_Telcel-Motorola_Mexico_200,2007,3
Shane Huffman,27,20,21,5,41,21,9,73,64,19,26.0,0,21,25.6,0,0.0,82,65.5,2007_Telcel-Motorola_Mexico_200,2007,3
Brian Simo,39,29,22,6,34,24,13,49,36,14,28.6,0,13,15.9,0,0.0,82,55.0,2007_Telcel-Motorola_Mexico_200,2007,3
Todd Souza,38,34,23,19,40,33,7,43,36,0,0.0,0,0,0.0,0,0.0,82,46.7,2007_Telcel-Motorola_Mexico_200,2007,3
P.J. Jones,10,30,24,14,43,26,28,59,31,5,8.5,0,3,3.7,0,0.0,82,57.6,2007_Telcel-Motorola_Mexico_200,2007,3
"Michel Jourdain, Jr.",11,13,25,5,29,15,-4,62,66,25,40.3,0,55,67.1,0,0.0,82,75.0,2007_Telcel-Motorola_Mexico_200,2007,3
Regan Smith,8,19,26,2,36,15,-18,58,76,29,50.0,0,47,57.3,0,0.0,82,72.0,2007_Telcel-Motorola_Mexico_200,2007,3
Stephen Leicht,13,12,27,1,27,13,-24,48,72,36,75.0,0,64,78.0,1,1.2,82,79.2,2007_Telcel-Motorola_Mexico_200,2007,3
German Quiroga,20,17,28,1,37,21,12,38,26,16,42.1,0,24,29.3,9,11.0,81,82.3,2007_Telcel-Motorola_Mexico_200,2007,3
Rogelio Lopez,29,38,29,14,40,33,-1,56,57,3,5.4,0,0,0.0,0,0.0,81,49.1,2007_Telcel-Motorola_Mexico_200,2007,3
Scott Wimmer,19,32,30,8,38,31,-1,45,46,9,20.0,0,4,4.9,0,0.0,81,56.1,2007_Telcel-Motorola_Mexico_200,2007,3
Kertus Davis,37,37,31,28,43,35,9,32,23,0,0.0,0,0,0.0,0,0.0,81,32.4,2007_Telcel-Motorola_Mexico_200,2007,3
Ron Fellows,6,31,32,5,36,22,-33,38,71,13,34.2,0,33,40.2,0,0.0,81,71.8,2007_Telcel-Motorola_Mexico_200,2007,3
J.R. Fitzpatrick,33,35,33,24,40,34,5,54,49,0,0.0,0,0,0.0,0,0.0,81,33.9,2007_Telcel-Motorola_Mexico_200,2007,3
Alex Garcia,43,36,34,14,40,35,-8,33,41,3,9.1,0,1,1.2,0,0.0,80,37.2,2007_Telcel-Motorola_Mexico_200,2007,3
Carlos Contreras,2,14,35,1,38,20,-9,50,59,21,42.0,0,33,40.2,1,1.2,72,77.0,2007_Telcel-Motorola_Mexico_200,2007,3
David Gilliland,21,27,36,13,39,27,-10,50,60,3,6.0,0,0,0.0,0,0.0,67,47.5,2007_Telcel-Motorola_Mexico_200,2007,3
J.J. Yeley,15,10,37,6,37,18,-13,46,59,20,43.5,0,40,48.8,0,0.0,67,72.9,2007_Telcel-Motorola_Mexico_200,2007,3
Brad Coleman,14,16,38,8,38,21,-16,53,69,18,34.0,1,39,47.6,0,0.0,60,70.9,2007_Telcel-Motorola_Mexico_200,2007,3
John Young,42,39,39,13,40,36,-4,43,47,4,9.3,0,1,1.2,0,0.0,32,36.0,2007_Telcel-Motorola_Mexico_200,2007,3
Stanton Barrett,36,40,40,16,41,36,-14,38,52,0,0.0,0,0,0.0,0,0.0,29,33.6,2007_Telcel-Motorola_Mexico_200,2007,3
Ruben Pardo,24,41,41,22,42,41,-19,4,23,0,0.0,0,0,0.0,0,0.0,7,30.5,2007_Telcel-Motorola_Mexico_200,2007,3
Antonio Perez,40,42,42,35,42,42,-4,7,11,0,0.0,0,0,0.0,0,0.0,2,30.9,2007_Telcel-Motorola_Mexico_200,2007,3
Brad Keselowski,41,43,43,25,43,43,-18,1,19,0,0.0,0,0,0.0,0,0.0,1,29.3,2007_Telcel-Motorola_Mexico_200,2007,3
Jeff Burton,6,21,1,1,21,4,13,43,30,38,88.4,41,195,97.5,37,18.5,200,139.5,2007_Sam's_Town_300,2007,4
Kyle Busch,20,19,2,1,23,4,18,51,33,41,80.4,49,192,96.0,81,40.5,200,137.1,2007_Sam's_Town_300,2007,4
Tony Stewart,17,23,3,1,24,7,20,47,27,36,76.6,16,179,89.5,4,2.0,200,119.9,2007_Sam's_Town_300,2007,4
Kurt Busch,4,2,4,1,18,5,15,43,28,43,100.0,10,198,99.0,42,21.0,200,116.7,2007_Sam's_Town_300,2007,4
David Stremme,2,22,5,2,25,7,-4,33,37,24,72.7,0,192,96.0,0,0.0,200,107.7,2007_Sam's_Town_300,2007,4
Carl Edwards,19,3,6,1,21,10,19,38,19,35,92.1,0,182,91.0,5,2.5,200,103.9,2007_Sam's_Town_300,2007,4
Kevin Harvick,1,16,7,1,28,13,17,50,33,20,40.0,3,119,59.5,19,9.5,200,96.5,2007_Sam's_Town_300,2007,4
Bobby Labonte,30,5,8,2,31,12,15,48,33,34,70.8,1,165,82.5,0,0.0,200,98.4,2007_Sam's_Town_300,2007,4
Shane Huffman,37,7,9,5,37,16,22,62,40,19,30.6,1,98,49.0,0,0.0,200,85.9,2007_Sam's_Town_300,2007,4
Marcos Ambrose,14,18,10,1,30,17,-19,39,58,15,38.5,0,96,48.0,1,0.5,200,76.7,2007_Sam's_Town_300,2007,4
Jon Wood,32,6,11,3,37,17,19,59,40,25,42.4,1,100,50.0,0,0.0,200,76.4,2007_Sam's_Town_300,2007,4
Denny Hamlin,16,12,12,2,24,12,0,46,46,25,54.3,0,133,66.5,0,0.0,200,90.6,2007_Sam's_Town_300,2007,4
Mike Wallace,33,8,13,1,34,21,9,57,48,15,26.3,0,28,14.0,1,0.5,200,71.2,2007_Sam's_Town_300,2007,4
"Bobby Hamilton, Jr.",22,14,14,2,39,19,1,63,62,12,19.0,3,71,35.5,0,0.0,200,69.6,2007_Sam's_Town_300,2007,4
Ward Burton,29,17,15,11,34,22,-2,39,41,5,12.8,0,14,7.0,0,0.0,200,62.8,2007_Sam's_Town_300,2007,4
Joe Nemechek,24,30,16,8,32,18,-5,37,42,7,18.9,0,76,38.0,0,0.0,198,88.4,2007_Sam's_Town_300,2007,4
Steve Wallace,12,20,17,6,33,19,-15,35,50,6,17.1,0,69,34.5,0,0.0,198,75.0,2007_Sam's_Town_300,2007,4
Stephen Leicht,23,13,18,1,36,23,3,52,49,15,28.8,0,14,7.0,0,0.0,198,65.0,2007_Sam's_Town_300,2007,4
J.J. Yeley,36,11,19,1,34,16,-12,43,55,18,41.9,1,73,36.5,6,3.0,198,69.2,2007_Sam's_Town_300,2007,4
Juan Pablo Montoya,35,34,20,2,39,31,-28,17,45,0,0.0,0,6,3.0,0,0.0,196,46.7,2007_Sam's_Town_300,2007,4
Jay Sauter,38,31,21,4,42,30,12,31,19,0,0.0,0,2,1.0,0,0.0,196,39.6,2007_Sam's_Town_300,2007,4
Justin Diercks,43,33,22,3,43,30,-30,17,47,2,11.8,0,7,3.5,0,0.0,196,45.5,2007_Sam's_Town_300,2007,4
Jeff Green,34,32,23,23,41,30,-7,24,31,0,0.0,0,0,0.0,0,0.0,195,40.2,2007_Sam's_Town_300,2007,4
David Ragan,41,29,24,20,42,30,4,32,28,0,0.0,0,0,0.0,0,0.0,195,40.1,2007_Sam's_Town_300,2007,4
Dave Blaney,9,28,25,2,33,16,3,37,34,20,54.1,2,107,53.5,0,0.0,194,90.5,2007_Sam's_Town_300,2007,4
Eric McClure,42,35,26,7,43,34,2,8,6,0,0.0,0,3,1.5,0,0.0,194,32.9,2007_Sam's_Town_300,2007,4
Kyle Krisiloff,39,36,27,25,40,34,-11,18,29,0,0.0,0,0,0.0,0,0.0,192,40.6,2007_Sam's_Town_300,2007,4
Kasey Kahne,10,4,28,1,40,13,14,56,42,37,66.1,3,131,65.5,1,0.5,189,82.2,2007_Sam's_Town_300,2007,4
Jamie McMurray,15,10,29,8,36,19,-13,45,58,14,31.1,0,58,29.0,0,0.0,189,62.5,2007_Sam's_Town_300,2007,4
Reed Sorenson,3,15,30,2,34,16,-20,44,64,23,52.3,0,118,59.0,0,0.0,189,72.4,2007_Sam's_Town_300,2007,4
David Reutimann,25,37,31,17,39,32,-13,15,28,0,0.0,0,0,0.0,0,0.0,180,54.1,2007_Sam's_Town_300,2007,4
David Gilliland,26,9,32,7,35,24,-15,44,59,14,31.8,0,25,12.5,0,0.0,175,54.2,2007_Sam's_Town_300,2007,4
Regan Smith,18,1,33,1,39,20,4,59,55,27,45.8,0,78,39.0,2,1.0,172,65.5,2007_Sam's_Town_300,2007,4
Brad Keselowski,31,26,34,6,42,31,0,37,37,1,2.7,0,2,1.0,0,0.0,171,35.5,2007_Sam's_Town_300,2007,4
Brad Coleman,27,38,35,14,38,33,-3,14,17,0,0.0,0,1,0.5,0,0.0,147,41.5,2007_Sam's_Town_300,2007,4
Paul Menard,13,25,36,5,36,21,-6,50,56,29,58.0,0,81,40.5,0,0.0,132,66.6,2007_Sam's_Town_300,2007,4
Jason Leffler,28,24,37,5,37,24,8,46,38,13,28.3,0,45,22.5,0,0.0,123,63.4,2007_Sam's_Town_300,2007,4
Greg Biffle,11,27,38,3,38,21,-8,35,43,23,65.7,0,103,51.5,0,0.0,116,80.5,2007_Sam's_Town_300,2007,4
Brent Sherman,21,39,39,1,39,36,-7,13,20,0,0.0,0,2,1.0,1,0.5,63,37.9,2007_Sam's_Town_300,2007,4
Matt Kenseth,7,40,40,4,40,38,2,4,2,4,100.0,0,12,6.0,0,0.0,12,44.8,2007_Sam's_Town_300,2007,4
Clint Bowyer,5,41,41,5,41,39,-1,5,6,5,100.0,0,12,6.0,0,0.0,12,41.4,2007_Sam's_Town_300,2007,4
Casey Mears,8,42,42,7,42,40,1,2,1,2,100.0,0,12,6.0,0,0.0,12,38.4,2007_Sam's_Town_300,2007,4
Brett Rowe,40,43,43,38,43,43,-2,1,3,0,0.0,0,0,0.0,0,0.0,3,28.8,2007_Sam's_Town_300,2007,4
Jeff Burton,8,3,1,1,29,5,3,38,35,24,63.2,20,180,92.3,29,14.9,195,128.6,2007_Nicorette_300,2007,5
Kevin Harvick,12,5,2,2,18,7,2,33,31,31,93.9,6,194,99.5,0,0.0,195,109.4,2007_Nicorette_300,2007,5
Kyle Busch,1,1,3,1,15,2,10,28,18,28,100.0,55,195,100.0,143,73.3,195,143.3,2007_Nicorette_300,2007,5
Carl Edwards,3,9,4,2,27,8,-6,37,43,26,70.3,3,184,94.4,0,0.0,195,103.4,2007_Nicorette_300,2007,5
Casey Mears,9,6,5,3,29,8,6,55,49,42,76.4,9,187,95.9,0,0.0,195,107.2,2007_Nicorette_300,2007,5
Clint Bowyer,21,8,6,2,22,8,8,38,30,29,76.3,0,188,96.4,0,0.0,195,100.9,2007_Nicorette_300,2007,5
Kasey Kahne,2,2,7,1,11,3,-4,23,27,23,100.0,31,195,100.0,6,3.1,195,119.5,2007_Nicorette_300,2007,5
Juan Pablo Montoya,10,11,8,4,27,11,8,56,48,44,78.6,0,180,92.3,0,0.0,195,95.8,2007_Nicorette_300,2007,5
Matt Kenseth,6,4,9,1,25,4,1,40,39,30,75.0,17,186,95.4,8,4.1,195,112.8,2007_Nicorette_300,2007,5
Tony Stewart,4,7,10,2,16,7,5,33,28,33,100.0,4,192,98.5,0,0.0,195,105.3,2007_Nicorette_300,2007,5
David Stremme,7,10,11,7,28,12,1,40,39,28,70.0,0,180,92.3,0,0.0,195,91.5,2007_Nicorette_300,2007,5
Robby Gordon,24,15,12,8,30,16,-3,45,48,15,33.3,1,125,64.1,0,0.0,195,83.9,2007_Nicorette_300,2007,5
David Reutimann,15,14,13,3,24,14,-3,39,42,27,69.2,0,130,66.7,0,0.0,195,86.7,2007_Nicorette_300,2007,5
Jamie McMurray,25,25,14,1,30,16,20,62,42,26,41.9,0,119,61.0,5,2.6,195,81.7,2007_Nicorette_300,2007,5
"Sam Hornish, Jr.",5,13,15,5,29,14,-14,38,52,23,60.5,0,143,73.3,0,0.0,195,87.9,2007_Nicorette_300,2007,5
Dave Blaney,16,20,16,1,41,18,26,69,43,14,20.3,2,75,38.5,1,0.5,195,80.1,2007_Nicorette_300,2007,5
Mike Wallace,40,26,17,1,39,24,9,38,29,14,36.8,0,34,17.4,1,0.5,195,62.6,2007_Nicorette_300,2007,5
Paul Menard,26,17,18,8,29,18,10,57,47,14,24.6,0,27,13.8,0,0.0,194,75.9,2007_Nicorette_300,2007,5
Shane Huffman,29,18,19,2,35,22,10,68,58,16,23.5,0,9,4.6,0,0.0,194,69.9,2007_Nicorette_300,2007,5
David Ragan,18,23,20,4,35,24,-26,47,73,13,27.7,0,10,5.1,0,0.0,194,58.5,2007_Nicorette_300,2007,5
Ward Burton,32,16,21,9,43,24,7,49,42,7,14.3,0,5,2.6,0,0.0,194,61.0,2007_Nicorette_300,2007,5
