Driver,Start,Mid Race,Finish,High Pos.,Low Pos.,Avg. Pos.,Pass Diff.,Green Flag Passes,Green Flag Times Passed,Quality Passes,Pct. Quality Passes,Fastest Lap,Top 15 Laps,Pct. Top 15 Laps,Laps Led,Pct. Laps Led,Total Laps,DRIVER RATING,race_name,year,race_num
Blake Koch,40,40,40,38,40,39,-1,0,1,0,0.0,0,0,0.0,0,0.0,2,28.6,2014_VFW_Sport_Clips_Help_a_Hero_200,2014,7
Kevin Harvick,9,1,1,1,9,2,8,18,10,17,94.4,90,250,100.0,202,80.8,250,150.0,2014_ToyotaCare_250,2014,8
Chase Elliott,4,2,2,1,8,2,-1,14,15,11,78.6,33,250,100.0,0,0.0,250,122.7,2014_ToyotaCare_250,2014,8
Kyle Busch,8,5,3,3,13,6,-2,27,29,24,88.9,5,250,100.0,0,0.0,250,108.4,2014_ToyotaCare_250,2014,8
Kyle Larson,14,12,4,4,22,10,16,49,33,39,79.6,6,241,96.4,0,0.0,250,102.8,2014_ToyotaCare_250,2014,8
Brian Scott,1,8,5,1,9,3,-1,20,21,18,90.0,16,250,100.0,45,18.0,250,118.7,2014_ToyotaCare_250,2014,8
Elliott Sadler,13,3,6,1,18,8,12,42,30,34,81.0,9,240,96.0,1,0.4,250,104.7,2014_ToyotaCare_250,2014,8
Chris Buescher,7,15,7,6,22,9,1,38,37,30,78.9,1,247,98.8,0,0.0,250,95.2,2014_ToyotaCare_250,2014,8
Regan Smith,6,7,8,4,17,9,9,39,30,35,89.7,6,241,96.4,0,0.0,250,97.3,2014_ToyotaCare_250,2014,8
Ryan Blaney,3,10,9,2,24,6,-3,39,42,28,71.8,12,240,96.0,0,0.0,250,109.8,2014_ToyotaCare_250,2014,8
James Buescher,15,18,10,7,24,12,-2,40,42,29,72.5,3,227,90.8,0,0.0,250,85.4,2014_ToyotaCare_250,2014,8
Trevor Bayne,5,6,11,2,20,8,-15,30,45,22,73.3,6,229,91.6,0,0.0,250,95.4,2014_ToyotaCare_250,2014,8
Ryan Reed,20,17,12,6,25,14,14,56,42,35,62.5,0,160,64.0,0,0.0,250,83.8,2014_ToyotaCare_250,2014,8
Landon Cassill,10,14,13,10,28,16,4,58,54,28,48.3,6,135,54.0,0,0.0,250,82.9,2014_ToyotaCare_250,2014,8
Ty Dillon,11,4,14,4,14,9,-1,37,38,27,73.0,1,250,100.0,0,0.0,250,94.2,2014_ToyotaCare_250,2014,8
Cale Conley,17,13,15,7,28,16,1,48,47,22,45.8,2,122,48.8,0,0.0,250,77.3,2014_ToyotaCare_250,2014,8
Mike Bliss,18,9,16,9,27,18,2,26,24,8,30.8,2,15,6.0,0,0.0,249,70.2,2014_ToyotaCare_250,2014,8
Dakoda Armstrong,19,19,17,12,30,18,-3,49,52,15,30.6,0,42,16.8,0,0.0,249,71.1,2014_ToyotaCare_250,2014,8
J.J. Yeley,33,24,18,14,36,21,17,42,25,2,4.8,0,3,1.2,0,0.0,249,65.9,2014_ToyotaCare_250,2014,8
Daniel Suarez,12,28,19,10,30,19,-13,22,35,12,54.5,1,100,40.0,0,0.0,249,75.9,2014_ToyotaCare_250,2014,8
Brendan Gaughan,22,11,20,10,26,17,-6,46,52,17,37.0,3,82,32.8,0,0.0,249,68.5,2014_ToyotaCare_250,2014,8
Blake Koch,27,23,21,19,29,22,3,31,28,0,0.0,0,0,0.0,0,0.0,248,61.5,2014_ToyotaCare_250,2014,8
Jeremy Clements,28,22,22,1,32,24,8,32,24,5,15.6,0,7,2.8,2,0.8,247,56.8,2014_ToyotaCare_250,2014,8
Joe Nemechek,26,21,23,18,29,25,-2,29,31,0,0.0,0,0,0.0,0,0.0,246,52.3,2014_ToyotaCare_250,2014,8
Jeffrey Earnhardt,25,16,24,14,29,24,4,38,34,6,15.8,0,3,1.2,0,0.0,246,54.4,2014_ToyotaCare_250,2014,8
Josh Wise,21,26,25,16,30,24,-4,29,33,0,0.0,0,0,0.0,0,0.0,246,57.8,2014_ToyotaCare_250,2014,8
Ryan Sieg,16,30,26,16,30,24,-12,22,34,0,0.0,1,0,0.0,0,0.0,246,60.7,2014_ToyotaCare_250,2014,8
Mike Wallace,29,29,27,23,32,29,2,27,25,0,0.0,0,0,0.0,0,0.0,245,50.8,2014_ToyotaCare_250,2014,8
Derrike Cope,35,31,28,9,35,30,0,10,10,0,0.0,0,1,0.4,0,0.0,245,43.0,2014_ToyotaCare_250,2014,8
Eric McClure,32,27,29,18,32,26,-6,32,38,0,0.0,0,0,0.0,0,0.0,245,44.2,2014_ToyotaCare_250,2014,8
Josh Reaume,37,25,30,22,37,30,0,24,24,0,0.0,0,0,0.0,0,0.0,244,40.3,2014_ToyotaCare_250,2014,8
Joey Gase,31,32,31,28,32,31,-7,3,10,0,0.0,0,0,0.0,0,0.0,239,38.8,2014_ToyotaCare_250,2014,8
Dylan Kwasniewski,2,20,32,1,32,15,-12,27,39,20,74.1,3,165,66.0,0,0.0,187,75.5,2014_ToyotaCare_250,2014,8
Mike Harmon,39,33,33,33,39,33,2,3,1,0,0.0,0,0,0.0,0,0.0,112,33.7,2014_ToyotaCare_250,2014,8
Derek White,38,34,34,31,38,33,-3,1,4,0,0.0,0,0,0.0,0,0.0,58,35.4,2014_ToyotaCare_250,2014,8
Tanner Berryhill,23,35,35,23,38,35,-1,3,4,0,0.0,3,0,0.0,0,0.0,27,32.6,2014_ToyotaCare_250,2014,8
Tommy Joe Martins,40,36,36,33,40,35,-1,1,2,0,0.0,0,0,0.0,0,0.0,11,37.3,2014_ToyotaCare_250,2014,8
Matt DiBenedetto,24,37,37,24,38,36,1,2,1,0,0.0,0,0,0.0,0,0.0,6,35.8,2014_ToyotaCare_250,2014,8
Jeff Green,36,38,38,32,38,37,-1,0,1,0,0.0,0,0,0.0,0,0.0,5,34.1,2014_ToyotaCare_250,2014,8
Kevin Lepage,30,39,39,29,39,38,-4,2,6,0,0.0,0,0,0.0,0,0.0,2,31.3,2014_ToyotaCare_250,2014,8
Jimmy Weller III,34,40,40,34,40,39,-1,0,1,0,0.0,0,0,0.0,0,0.0,1,29.7,2014_ToyotaCare_250,2014,8
Elliott Sadler,2,2,1,1,14,4,3,113,110,112,99.1,2,117,100.0,40,34.2,117,130.4,2014_Aarons_312,2014,9
Chris Buescher,8,27,2,1,31,15,-16,241,257,100,41.5,1,57,48.7,1,0.9,117,88.8,2014_Aarons_312,2014,9
Regan Smith,32,5,3,1,32,11,7,187,180,72,38.5,3,73,62.4,20,17.1,117,103.9,2014_Aarons_312,2014,9
David Ragan,13,24,4,2,32,17,-18,277,295,84,30.3,2,41,35.0,0,0.0,117,80.2,2014_Aarons_312,2014,9
"Sam Hornish, Jr.",1,8,5,1,23,10,3,177,174,135,76.3,2,95,81.2,0,0.0,117,105.5,2014_Aarons_312,2014,9
Joe Nemechek,38,17,6,5,38,16,7,269,262,104,38.7,2,52,44.4,0,0.0,117,84.7,2014_Aarons_312,2014,9
J.J. Yeley,34,26,7,1,34,21,10,264,254,20,7.6,3,20,17.1,1,0.9,117,74.4,2014_Aarons_312,2014,9
Landon Cassill,12,29,8,3,30,16,20,260,240,142,54.6,4,62,53.0,0,0.0,117,86.7,2014_Aarons_312,2014,9
David Starr,16,20,9,1,36,15,8,237,229,62,26.2,4,59,50.4,5,4.3,117,86.3,2014_Aarons_312,2014,9
Trevor Bayne,21,16,10,2,25,14,15,218,203,182,83.5,5,72,61.5,0,0.0,117,83.0,2014_Aarons_312,2014,9
Joey Gase,36,23,11,1,32,22,9,249,240,13,5.2,0,9,7.7,1,0.9,117,64.4,2014_Aarons_312,2014,9
Mike Bliss,19,10,12,2,33,15,-12,266,278,117,44.0,6,64,54.7,0,0.0,117,81.9,2014_Aarons_312,2014,9
John Wes Townley,15,19,13,6,30,14,-10,273,283,152,55.7,0,78,66.7,0,0.0,117,84.3,2014_Aarons_312,2014,9
Tommy Joe Martins,29,13,14,8,37,21,3,229,226,74,32.3,6,36,30.8,0,0.0,117,61.9,2014_Aarons_312,2014,9
Ty Dillon,7,7,15,1,25,14,-20,187,207,148,79.1,3,63,53.8,3,2.6,117,75.8,2014_Aarons_312,2014,9
Jeffrey Earnhardt,39,12,16,8,39,20,-14,221,235,45,20.4,3,25,21.4,0,0.0,117,66.0,2014_Aarons_312,2014,9
Eric McClure,18,31,17,10,36,27,-19,92,111,8,8.7,4,2,1.7,0,0.0,117,54.9,2014_Aarons_312,2014,9
Dakoda Armstrong,5,28,18,5,36,19,-37,161,198,104,64.6,0,62,53.0,0,0.0,117,74.3,2014_Aarons_312,2014,9
Chase Elliott,37,15,19,1,37,9,19,203,184,139,68.5,2,97,82.9,3,2.6,117,95.1,2014_Aarons_312,2014,9
Ryan Sieg,27,11,20,1,30,12,6,237,231,147,62.0,1,92,78.6,0,0.0,117,77.0,2014_Aarons_312,2014,9
Ryan Blaney,6,4,21,1,21,4,-5,85,90,85,100.0,0,111,94.9,2,1.7,116,98.8,2014_Aarons_312,2014,9
Kasey Kahne,31,6,22,2,31,7,-6,188,194,170,90.4,0,111,94.9,0,0.0,111,97.3,2014_Aarons_312,2014,9
Jeremy Clements,33,22,23,1,34,21,16,266,250,53,19.9,2,30,25.6,1,0.9,111,60.4,2014_Aarons_312,2014,9
Ryan Reed,4,18,24,1,29,17,6,111,105,50,45.0,2,44,37.6,29,24.8,108,78.3,2014_Aarons_312,2014,9
Chad Boat,40,9,25,5,40,14,27,241,214,149,61.8,1,83,70.9,0,0.0,107,81.4,2014_Aarons_312,2014,9
Josh Wise,24,30,26,11,35,24,-11,134,145,14,10.4,3,6,5.1,0,0.0,91,49.6,2014_Aarons_312,2014,9
Jamie Dick,17,35,27,17,35,29,-16,115,131,0,0.0,5,0,0.0,0,0.0,87,45.0,2014_Aarons_312,2014,9
Mike Harmon,26,25,28,13,36,28,11,105,94,1,1.0,0,0,0.0,0,0.0,86,35.7,2014_Aarons_312,2014,9
James Buescher,9,32,29,2,33,20,4,113,109,103,91.2,0,42,35.9,0,0.0,86,71.7,2014_Aarons_312,2014,9
Kyle Larson,20,21,30,8,34,23,6,208,202,35,16.8,2,12,10.3,0,0.0,78,51.0,2014_Aarons_312,2014,9
Bubba Wallace,3,33,31,3,34,19,-13,75,88,59,78.7,0,39,33.3,0,0.0,74,72.7,2014_Aarons_312,2014,9
"Robert Richardson, Jr.",22,14,32,10,36,27,-30,137,167,28,20.4,7,7,6.0,0,0.0,63,48.1,2014_Aarons_312,2014,9
Brian Scott,10,1,33,1,33,7,-13,115,128,112,97.4,1,61,52.1,10,8.5,61,83.8,2014_Aarons_312,2014,9
Brendan Gaughan,11,3,34,1,34,18,-3,216,219,80,37.0,3,27,23.1,1,0.9,61,57.2,2014_Aarons_312,2014,9
Dylan Kwasniewski,28,34,35,13,35,19,-6,116,122,5,4.3,2,6,5.1,0,0.0,43,54.0,2014_Aarons_312,2014,9
Bobby Gerhart,30,36,36,24,37,33,-6,34,40,0,0.0,1,0,0.0,0,0.0,31,36.6,2014_Aarons_312,2014,9
Carl Long,35,37,37,35,38,37,1,1,0,0,0.0,0,0,0.0,0,0.0,14,28.7,2014_Aarons_312,2014,9
Jeff Green,25,38,38,25,38,37,-1,5,6,0,0.0,0,0,0.0,0,0.0,4,28.3,2014_Aarons_312,2014,9
Matt DiBenedetto,23,39,39,23,39,39,0,0,0,0,0.0,0,0,0.0,0,0.0,3,26.0,2014_Aarons_312,2014,9
Blake Koch,14,40,40,14,40,40,0,0,0,0,0.0,0,0,0.0,0,0.0,1,25.4,2014_Aarons_312,2014,9
"Sam Hornish, Jr.",2,2,1,1,3,1,1,11,10,11,100.0,53,250,100.0,167,66.8,250,148.0,2014_Get_To_Know_Newton_250,2014,10
Ryan Blaney,1,1,2,1,3,2,-1,11,12,11,100.0,62,250,100.0,80,32.0,250,132.0,2014_Get_To_Know_Newton_250,2014,10
Regan Smith,4,6,3,3,9,6,2,20,18,19,95.0,11,250,100.0,0,0.0,250,109.4,2014_Get_To_Know_Newton_250,2014,10
Chase Elliott,6,5,4,2,16,5,11,26,15,26,100.0,36,249,99.6,0,0.0,250,116.3,2014_Get_To_Know_Newton_250,2014,10
Elliott Sadler,8,4,5,4,10,6,4,22,18,22,100.0,12,250,100.0,0,0.0,250,107.9,2014_Get_To_Know_Newton_250,2014,10
Brian Scott,7,7,6,3,8,5,-1,22,23,22,100.0,15,250,100.0,0,0.0,250,109.6,2014_Get_To_Know_Newton_250,2014,10
Michael McDowell,3,3,7,1,7,4,-3,11,14,11,100.0,2,250,100.0,3,1.2,250,109.7,2014_Get_To_Know_Newton_250,2014,10
Ty Dillon,13,12,8,7,17,10,9,34,25,34,100.0,0,248,99.2,0,0.0,250,93.7,2014_Get_To_Know_Newton_250,2014,10
Trevor Bayne,16,8,9,7,14,10,1,18,17,18,100.0,3,250,100.0,0,0.0,250,96.9,2014_Get_To_Know_Newton_250,2014,10
Landon Cassill,9,14,10,3,17,12,1,26,25,23,88.5,0,243,97.2,0,0.0,250,89.4,2014_Get_To_Know_Newton_250,2014,10
Dylan Kwasniewski,5,9,11,5,19,9,6,38,32,33,86.8,11,233,93.2,0,0.0,250,96.9,2014_Get_To_Know_Newton_250,2014,10
Brendan Gaughan,10,13,12,9,23,13,0,45,45,32,71.1,0,205,82.0,0,0.0,250,83.9,2014_Get_To_Know_Newton_250,2014,10
Chris Buescher,11,10,13,9,22,13,11,32,21,26,81.3,1,220,88.0,0,0.0,250,87.3,2014_Get_To_Know_Newton_250,2014,10
Chase Pistone,12,16,14,10,40,17,16,49,33,15,30.6,0,81,32.4,0,0.0,250,76.4,2014_Get_To_Know_Newton_250,2014,10
Austin Theriault,17,11,15,8,18,13,-4,26,30,26,100.0,0,246,98.4,0,0.0,250,83.8,2014_Get_To_Know_Newton_250,2014,10
Ryan Reed,15,18,16,13,39,17,11,41,30,9,22.0,0,80,32.0,0,0.0,250,73.9,2014_Get_To_Know_Newton_250,2014,10
Ryan Sieg,18,17,17,15,22,18,-4,25,29,1,4.0,0,3,1.2,0,0.0,250,72.4,2014_Get_To_Know_Newton_250,2014,10
J.J. Yeley,24,20,18,6,23,19,4,18,14,0,0.0,0,3,1.2,0,0.0,250,69.4,2014_Get_To_Know_Newton_250,2014,10
James Buescher,14,15,19,9,28,17,-12,20,32,9,45.0,0,146,58.4,0,0.0,249,74.0,2014_Get_To_Know_Newton_250,2014,10
Ryan Gifford,23,22,20,11,23,21,-10,24,34,0,0.0,0,8,3.2,0,0.0,248,62.6,2014_Get_To_Know_Newton_250,2014,10
Dakoda Armstrong,22,23,21,14,23,21,-10,24,34,0,0.0,0,1,0.4,0,0.0,248,63.6,2014_Get_To_Know_Newton_250,2014,10
Jeremy Clements,28,24,22,22,33,24,8,33,25,0,0.0,8,0,0.0,0,0.0,246,61.6,2014_Get_To_Know_Newton_250,2014,10
Jeffrey Earnhardt,25,25,23,22,30,26,2,29,27,0,0.0,0,0,0.0,0,0.0,245,56.4,2014_Get_To_Know_Newton_250,2014,10
Eric McClure,32,27,24,24,34,28,-5,23,28,0,0.0,0,0,0.0,0,0.0,245,42.1,2014_Get_To_Know_Newton_250,2014,10
Matt DiBenedetto,30,28,25,23,32,27,4,36,32,0,0.0,0,0,0.0,0,0.0,245,51.1,2014_Get_To_Know_Newton_250,2014,10
Hal Martin,27,26,26,24,33,28,-3,17,20,0,0.0,0,0,0.0,0,0.0,243,42.7,2014_Get_To_Know_Newton_250,2014,10
Joey Gase,29,29,27,26,35,29,8,19,11,0,0.0,0,0,0.0,0,0.0,242,46.3,2014_Get_To_Know_Newton_250,2014,10
Carl Long,35,31,28,25,36,29,-1,11,12,0,0.0,0,0,0.0,0,0.0,235,41.8,2014_Get_To_Know_Newton_250,2014,10
Chad Boat,20,21,29,5,29,22,-12,13,25,0,0.0,0,1,0.4,0,0.0,227,57.9,2014_Get_To_Know_Newton_250,2014,10
Cale Conley,21,34,30,19,37,32,-1,10,11,0,0.0,0,0,0.0,0,0.0,224,47.1,2014_Get_To_Know_Newton_250,2014,10
Mike Bliss,19,19,31,13,31,18,5,26,21,1,3.8,0,33,13.2,0,0.0,220,68.2,2014_Get_To_Know_Newton_250,2014,10
Caleb Roark,38,33,32,31,40,33,4,8,4,0,0.0,0,0,0.0,0,0.0,175,30.9,2014_Get_To_Know_Newton_250,2014,10
Carlos Contreras,37,30,33,29,35,32,4,11,7,0,0.0,0,0,0.0,0,0.0,138,34.5,2014_Get_To_Know_Newton_250,2014,10
Tim Schendel,36,32,34,26,37,32,-5,7,12,0,0.0,0,0,0.0,0,0.0,131,33.7,2014_Get_To_Know_Newton_250,2014,10
Tanner Berryhill,31,35,35,23,35,31,-5,17,22,0,0.0,0,0,0.0,0,0.0,80,49.3,2014_Get_To_Know_Newton_250,2014,10
Tommy Joe Martins,34,36,36,26,36,34,-14,5,19,0,0.0,0,0,0.0,0,0.0,63,39.7,2014_Get_To_Know_Newton_250,2014,10
Derrike Cope,33,37,37,28,37,36,-4,2,6,0,0.0,0,0,0.0,0,0.0,44,32.6,2014_Get_To_Know_Newton_250,2014,10
Mike Harmon,40,38,38,37,40,37,2,3,1,0,0.0,0,0,0.0,0,0.0,8,33.0,2014_Get_To_Know_Newton_250,2014,10
Jeff Green,26,39,39,24,39,38,-8,1,9,0,0.0,0,0,0.0,0,0.0,3,32.4,2014_Get_To_Know_Newton_250,2014,10
Ryan Ellis,39,40,40,37,40,39,-3,0,3,0,0.0,0,0,0.0,0,0.0,3,30.8,2014_Get_To_Know_Newton_250,2014,10
Kyle Larson,3,2,1,1,7,3,2,22,20,18,81.8,45,200,100.0,82,41.0,200,139.6,2014_History_300,2014,11
Brad Keselowski,2,1,2,1,7,2,3,23,20,21,91.3,45,200,100.0,22,11.0,200,129.8,2014_History_300,2014,11
Kyle Busch,1,6,3,1,11,4,0,25,25,23,92.0,18,200,100.0,27,13.5,200,115.9,2014_History_300,2014,11
Kevin Harvick,5,5,4,2,13,5,-2,39,41,34,87.2,15,200,100.0,0,0.0,200,113.3,2014_History_300,2014,11
Brian Scott,6,3,5,3,11,5,3,40,37,37,92.5,21,200,100.0,0,0.0,200,109.3,2014_History_300,2014,11
Matt Kenseth,7,4,6,1,14,3,4,29,25,26,89.7,24,200,100.0,67,33.5,200,121.0,2014_History_300,2014,11
Regan Smith,8,8,7,4,18,7,4,46,42,37,80.4,5,198,99.0,0,0.0,200,102.3,2014_History_300,2014,11
Trevor Bayne,16,7,8,6,17,9,5,36,31,34,94.4,0,199,99.5,0,0.0,200,97.3,2014_History_300,2014,11
Chris Buescher,13,9,9,6,19,12,-2,36,38,23,63.9,0,162,81.0,0,0.0,200,89.3,2014_History_300,2014,11
Ty Dillon,11,11,10,2,22,10,-3,42,45,30,71.4,0,197,98.5,0,0.0,200,89.9,2014_History_300,2014,11
James Buescher,15,10,11,1,18,12,-1,40,41,30,75.0,0,195,97.5,1,0.5,200,86.5,2014_History_300,2014,11
Elliott Sadler,10,12,12,3,21,10,1,43,42,30,69.8,0,198,99.0,0,0.0,200,89.4,2014_History_300,2014,11
Dylan Kwasniewski,4,15,13,4,23,14,1,43,42,16,37.2,4,174,87.0,0,0.0,199,86.0,2014_History_300,2014,11
Ryan Reed,23,19,14,4,25,19,0,58,58,15,25.9,0,32,16.0,0,0.0,199,70.5,2014_History_300,2014,11
Jeb Burton,12,18,15,11,26,17,-3,52,55,10,19.2,0,7,3.5,0,0.0,198,77.5,2014_History_300,2014,11
Johnny Sauter,24,22,16,13,29,21,4,45,41,0,0.0,0,1,0.5,0,0.0,198,66.8,2014_History_300,2014,11
Brendan Gaughan,20,17,17,13,40,22,-2,68,70,8,11.8,0,10,5.0,0,0.0,198,67.5,2014_History_300,2014,11
Ross Chastain,19,16,18,3,23,18,0,58,58,15,25.9,0,43,21.5,0,0.0,197,70.1,2014_History_300,2014,11
Dakoda Armstrong,27,23,19,4,31,23,3,58,55,9,15.5,0,5,2.5,0,0.0,197,57.6,2014_History_300,2014,11
Mike Bliss,18,13,20,12,23,16,-5,35,40,13,37.1,0,117,58.5,0,0.0,197,68.6,2014_History_300,2014,11
J.J. Yeley,21,14,21,7,28,19,9,62,53,11,17.7,0,53,26.5,0,0.0,197,70.9,2014_History_300,2014,11
John Wes Townley,26,24,22,16,31,24,4,35,31,0,0.0,0,0,0.0,0,0.0,197,59.6,2014_History_300,2014,11
Jeremy Clements,31,25,23,1,32,24,7,37,30,0,0.0,0,3,1.5,1,0.5,197,54.0,2014_History_300,2014,11
David Starr,22,21,24,12,26,22,-4,47,51,4,8.5,0,6,3.0,0,0.0,197,63.9,2014_History_300,2014,11
Jeffrey Earnhardt,29,28,25,20,34,28,5,37,32,0,0.0,0,0,0.0,0,0.0,196,46.9,2014_History_300,2014,11
Chad Boat,17,27,26,17,30,26,-7,27,34,0,0.0,0,0,0.0,0,0.0,196,53.3,2014_History_300,2014,11
Ryan Sieg,28,29,27,22,40,29,16,41,25,0,0.0,0,0,0.0,0,0.0,196,52.0,2014_History_300,2014,11
Josh Wise,25,26,28,24,32,27,-6,21,27,0,0.0,0,0,0.0,0,0.0,195,48.4,2014_History_300,2014,11
Eric McClure,34,30,29,28,38,31,6,29,23,0,0.0,0,0,0.0,0,0.0,194,40.8,2014_History_300,2014,11
Landon Cassill,14,20,30,4,30,16,-8,53,61,23,43.4,0,106,53.0,0,0.0,193,67.8,2014_History_300,2014,11
Tommy Joe Martins,32,33,31,29,37,32,-2,27,29,0,0.0,0,0,0.0,0,0.0,191,41.2,2014_History_300,2014,11
Kyle Fowler,30,32,32,28,39,32,1,28,27,0,0.0,0,0,0.0,0,0.0,191,39.1,2014_History_300,2014,11
Carlos Contreras,33,31,33,30,39,33,-5,20,25,0,0.0,1,0,0.0,0,0.0,191,33.9,2014_History_300,2014,11
Joey Gase,38,35,34,33,40,35,7,24,17,0,0.0,0,0,0.0,0,0.0,189,30.3,2014_History_300,2014,11
Chris Cockrum,39,37,35,32,40,37,-6,7,13,0,0.0,0,0,0.0,0,0.0,186,26.0,2014_History_300,2014,11
Derrike Cope,36,34,36,33,40,36,-1,26,27,0,0.0,0,0,0.0,0,0.0,184,30.9,2014_History_300,2014,11
Chase Elliott,9,39,37,4,39,24,1,40,39,24,60.0,7,89,44.5,0,0.0,174,78.4,2014_History_300,2014,11
Harrison Rhodes,37,36,38,33,39,36,1,22,21,0,0.0,0,0,0.0,0,0.0,135,29.4,2014_History_300,2014,11
Kevin Lepage,35,38,39,35,40,38,-5,7,12,0,0.0,0,0,0.0,0,0.0,95,27.6,2014_History_300,2014,11
Tanner Berryhill,40,40,40,22,40,35,0,23,23,0,0.0,0,0,0.0,0,0.0,81,38.7,2014_History_300,2014,11
Kyle Busch,4,1,1,1,9,2,7,11,4,11,100.0,67,200,100.0,124,62.0,200,149.7,2014_Buckle_Up_200_Presented_by_Click_It_or_Ticket,2014,12
Trevor Bayne,5,4,2,2,11,4,-5,8,13,8,100.0,10,200,100.0,0,0.0,200,115.5,2014_Buckle_Up_200_Presented_by_Click_It_or_Ticket,2014,12
Joey Logano,1,3,3,1,4,2,-1,3,4,3,100.0,28,200,100.0,58,29.0,200,127.0,2014_Buckle_Up_200_Presented_by_Click_It_or_Ticket,2014,12
Matt Kenseth,6,2,4,2,14,4,4,9,5,9,100.0,18,200,100.0,0,0.0,200,114.6,2014_Buckle_Up_200_Presented_by_Click_It_or_Ticket,2014,12
Chase Elliott,2,5,5,1,6,4,3,10,7,10,100.0,19,200,100.0,18,9.0,200,114.8,2014_Buckle_Up_200_Presented_by_Click_It_or_Ticket,2014,12
Kyle Larson,7,8,6,5,16,8,9,19,10,19,100.0,2,197,98.5,0,0.0,200,101.3,2014_Buckle_Up_200_Presented_by_Click_It_or_Ticket,2014,12
Brian Scott,3,6,7,2,8,5,-1,7,8,7,100.0,21,200,100.0,0,0.0,200,108.0,2014_Buckle_Up_200_Presented_by_Click_It_or_Ticket,2014,12
Ty Dillon,12,7,8,4,12,7,1,11,10,10,90.9,1,200,100.0,0,0.0,200,99.5,2014_Buckle_Up_200_Presented_by_Click_It_or_Ticket,2014,12
Elliott Sadler,9,10,9,3,12,9,-8,15,23,15,100.0,3,200,100.0,0,0.0,200,94.2,2014_Buckle_Up_200_Presented_by_Click_It_or_Ticket,2014,12
Regan Smith,11,9,10,6,13,9,0,10,10,10,100.0,0,200,100.0,0,0.0,200,96.0,2014_Buckle_Up_200_Presented_by_Click_It_or_Ticket,2014,12
Chris Buescher,8,11,11,6,12,11,-2,17,19,17,100.0,0,200,100.0,0,0.0,200,89.3,2014_Buckle_Up_200_Presented_by_Click_It_or_Ticket,2014,12
Brendan Gaughan,10,12,12,10,29,14,13,24,11,11,45.8,1,162,81.0,0,0.0,200,85.8,2014_Buckle_Up_200_Presented_by_Click_It_or_Ticket,2014,12
Ryan Sieg,16,13,13,10,20,13,5,14,9,12,85.7,0,179,89.5,0,0.0,200,86.4,2014_Buckle_Up_200_Presented_by_Click_It_or_Ticket,2014,12
Landon Cassill,13,17,14,8,25,17,-5,19,24,7,36.8,1,83,41.5,0,0.0,199,78.2,2014_Buckle_Up_200_Presented_by_Click_It_or_Ticket,2014,12
James Buescher,21,14,15,13,22,15,8,21,13,12,57.1,0,150,75.0,0,0.0,198,79.1,2014_Buckle_Up_200_Presented_by_Click_It_or_Ticket,2014,12
Dakoda Armstrong,19,19,16,13,21,18,-4,12,16,3,25.0,0,7,3.5,0,0.0,198,73.6,2014_Buckle_Up_200_Presented_by_Click_It_or_Ticket,2014,12
Joe Nemechek,23,21,17,11,26,20,-9,17,26,0,0.0,0,12,6.0,0,0.0,198,66.4,2014_Buckle_Up_200_Presented_by_Click_It_or_Ticket,2014,12
Jeff Green,25,23,18,18,27,22,4,25,21,0,0.0,0,0,0.0,0,0.0,198,64.3,2014_Buckle_Up_200_Presented_by_Click_It_or_Ticket,2014,12
Paulie Harraka,22,20,19,19,30,22,4,17,13,0,0.0,0,0,0.0,0,0.0,197,61.9,2014_Buckle_Up_200_Presented_by_Click_It_or_Ticket,2014,12
Jeremy Clements,29,24,20,8,37,24,15,25,10,0,0.0,0,1,0.5,0,0.0,197,59.1,2014_Buckle_Up_200_Presented_by_Click_It_or_Ticket,2014,12
Timmy Hill,27,25,21,21,29,25,2,9,7,0,0.0,0,0,0.0,0,0.0,196,51.1,2014_Buckle_Up_200_Presented_by_Click_It_or_Ticket,2014,12
Mike Bliss,14,18,22,13,22,19,-13,12,25,1,8.3,0,15,7.5,0,0.0,195,68.8,2014_Buckle_Up_200_Presented_by_Click_It_or_Ticket,2014,12
Joey Gase,28,26,23,23,30,26,-1,7,8,0,0.0,0,0,0.0,0,0.0,195,47.0,2014_Buckle_Up_200_Presented_by_Click_It_or_Ticket,2014,12
Derrike Cope,32,27,24,24,32,27,3,7,4,0,0.0,0,0,0.0,0,0.0,194,44.8,2014_Buckle_Up_200_Presented_by_Click_It_or_Ticket,2014,12
Josh Reaume,33,28,25,25,38,29,6,14,8,0,0.0,0,0,0.0,0,0.0,192,38.6,2014_Buckle_Up_200_Presented_by_Click_It_or_Ticket,2014,12
Dylan Kwasniewski,17,16,26,10,26,16,-15,5,20,3,60.0,0,72,36.0,0,0.0,188,63.8,2014_Buckle_Up_200_Presented_by_Click_It_or_Ticket,2014,12
Ryan Reed,15,15,27,12,27,18,-1,17,18,14,82.4,0,116,58.0,0,0.0,187,70.7,2014_Buckle_Up_200_Presented_by_Click_It_or_Ticket,2014,12
J.J. Yeley,20,31,28,18,31,25,-5,14,19,0,0.0,0,0,0.0,0,0.0,186,59.3,2014_Buckle_Up_200_Presented_by_Click_It_or_Ticket,2014,12
Tanner Berryhill,26,30,29,24,36,30,-7,7,14,0,0.0,0,0,0.0,0,0.0,180,39.5,2014_Buckle_Up_200_Presented_by_Click_It_or_Ticket,2014,12
