Driver,Start,Mid Race,Finish,High Pos.,Low Pos.,Avg. Pos.,Pass Diff.,Green Flag Passes,Green Flag Times Passed,Quality Passes,Pct. Quality Passes,Fastest Lap,Top 15 Laps,Pct. Top 15 Laps,Laps Led,Pct. Laps Led,Total Laps,DRIVER RATING,race_name,year,race_num
Denny Hamlin,4,1,19,1,25,6,8,63,55,37,58.7,34,167,83.5,76,38.0,200,112.3,2011_5-Hour_Energy_500,2011,14
Jeff Burton,33,28,20,7,36,20,10,147,137,34,23.1,4,70,35.0,0,0.0,200,71.0,2011_5-Hour_Energy_500,2011,14
Tony Stewart,15,11,21,1,37,15,24,129,105,38,29.5,0,103,51.5,1,0.5,200,80.4,2011_5-Hour_Energy_500,2011,14
Brian Vickers,23,33,22,2,38,22,-13,121,134,13,10.7,0,32,16.0,0,0.0,200,62.0,2011_5-Hour_Energy_500,2011,14
Brad Keselowski,20,13,23,2,33,17,-3,141,144,38,27.0,12,81,40.5,0,0.0,200,74.4,2011_5-Hour_Energy_500,2011,14
Landon Cassill,25,31,24,1,39,26,-20,103,123,20,19.4,1,16,8.0,4,2.0,200,51.0,2011_5-Hour_Energy_500,2011,14
A.J. Allmendinger,28,23,25,13,40,24,5,121,116,3,2.5,2,3,1.5,0,0.0,199,58.6,2011_5-Hour_Energy_500,2011,14
Dave Blaney,40,32,26,17,40,29,-11,89,100,0,0.0,0,0,0.0,0,0.0,199,46.4,2011_5-Hour_Energy_500,2011,14
Greg Biffle,37,12,27,8,38,19,22,128,106,32,25.0,2,98,49.0,0,0.0,199,69.1,2011_5-Hour_Energy_500,2011,14
Bobby Labonte,18,24,28,16,35,27,3,75,72,0,0.0,0,0,0.0,0,0.0,199,52.1,2011_5-Hour_Energy_500,2011,14
David Gilliland,30,27,29,16,41,29,-11,44,55,0,0.0,0,0,0.0,0,0.0,199,47.5,2011_5-Hour_Energy_500,2011,14
Casey Mears,35,29,30,5,35,30,-10,75,85,3,4.0,0,2,1.0,0,0.0,198,45.5,2011_5-Hour_Energy_500,2011,14
Mike Bliss,41,30,31,9,41,32,-7,48,55,0,0.0,0,1,0.5,0,0.0,197,38.6,2011_5-Hour_Energy_500,2011,14
Andy Lally,24,34,32,23,42,34,-16,27,43,0,0.0,1,0,0.0,0,0.0,194,35.0,2011_5-Hour_Energy_500,2011,14
Jamie McMurray,13,21,33,2,34,26,-15,97,112,37,38.1,1,26,13.0,0,0.0,189,54.3,2011_5-Hour_Energy_500,2011,14
Marcos Ambrose,7,26,34,7,35,24,-18,72,90,22,30.6,4,51,25.5,0,0.0,154,71.0,2011_5-Hour_Energy_500,2011,14
"Sam Hornish, Jr.",26,38,35,17,42,36,-25,13,38,0,0.0,0,0,0.0,0,0.0,140,42.4,2011_5-Hour_Energy_500,2011,14
Tony Raines,38,35,36,22,43,36,5,16,11,0,0.0,0,0,0.0,0,0.0,124,28.7,2011_5-Hour_Energy_500,2011,14
Carl Edwards,6,36,37,2,37,27,-24,25,49,21,84.0,12,58,29.0,0,0.0,59,87.1,2011_5-Hour_Energy_500,2011,14
Scott Wimmer,42,37,38,1,43,37,-57,13,70,0,0.0,0,2,1.0,1,0.5,51,32.5,2011_5-Hour_Energy_500,2011,14
T.J. Bell,43,39,39,18,43,39,6,10,4,0,0.0,0,0,0.0,0,0.0,33,30.3,2011_5-Hour_Energy_500,2011,14
Joe Nemechek,29,40,40,21,43,40,7,14,7,0,0.0,0,0,0.0,0,0.0,29,32.6,2011_5-Hour_Energy_500,2011,14
Michael McDowell,36,41,41,1,42,40,-15,13,28,0,0.0,0,1,0.5,1,0.5,29,37.8,2011_5-Hour_Energy_500,2011,14
J.J. Yeley,22,42,42,2,42,41,3,12,9,0,0.0,0,1,0.5,0,0.0,23,33.0,2011_5-Hour_Energy_500,2011,14
Scott Riggs,39,43,43,33,43,43,-3,4,7,0,0.0,0,0,0.0,0,0.0,17,26.9,2011_5-Hour_Energy_500,2011,14
Denny Hamlin,10,15,1,1,18,10,-1,72,73,59,81.9,9,171,85.5,8,4.0,200,107.5,2011_Heluva_Good_Sour_Cream_Dips_400,2011,15
Matt Kenseth,3,4,2,1,29,4,-2,65,67,45,69.2,38,192,96.0,17,8.5,200,130.1,2011_Heluva_Good_Sour_Cream_Dips_400,2011,15
Kyle Busch,24,1,3,1,25,4,21,75,54,48,64.0,16,189,94.5,59,29.5,200,124.3,2011_Heluva_Good_Sour_Cream_Dips_400,2011,15
Paul Menard,9,10,4,1,14,8,-2,56,58,43,76.8,3,200,100.0,2,1.0,200,107.4,2011_Heluva_Good_Sour_Cream_Dips_400,2011,15
Carl Edwards,23,7,5,1,26,6,14,62,48,49,79.0,25,190,95.0,30,15.0,200,114.9,2011_Heluva_Good_Sour_Cream_Dips_400,2011,15
Ryan Newman,13,11,6,1,17,9,-2,72,74,58,80.6,0,199,99.5,3,1.5,200,100.2,2011_Heluva_Good_Sour_Cream_Dips_400,2011,15
Tony Stewart,6,19,7,2,30,11,9,79,70,48,60.8,3,162,81.0,0,0.0,200,93.3,2011_Heluva_Good_Sour_Cream_Dips_400,2011,15
Clint Bowyer,27,21,8,5,31,19,14,131,117,40,30.5,0,53,26.5,0,0.0,200,80.2,2011_Heluva_Good_Sour_Cream_Dips_400,2011,15
Mark Martin,19,8,9,4,37,12,5,111,106,61,55.0,6,166,83.0,0,0.0,200,88.5,2011_Heluva_Good_Sour_Cream_Dips_400,2011,15
Brian Vickers,4,14,10,2,27,11,-19,72,91,50,69.4,5,160,80.0,0,0.0,200,96.5,2011_Heluva_Good_Sour_Cream_Dips_400,2011,15
Kurt Busch,1,3,11,1,15,5,-9,50,59,44,88.0,9,200,100.0,9,4.5,200,110.0,2011_Heluva_Good_Sour_Cream_Dips_400,2011,15
Landon Cassill,12,28,12,5,33,24,4,98,94,24,24.5,2,21,10.5,0,0.0,200,68.1,2011_Heluva_Good_Sour_Cream_Dips_400,2011,15
A.J. Allmendinger,26,5,13,4,27,11,7,126,119,59,46.8,3,143,71.5,0,0.0,200,94.1,2011_Heluva_Good_Sour_Cream_Dips_400,2011,15
Kevin Harvick,22,6,14,1,27,11,1,106,105,52,49.1,2,146,73.0,1,0.5,200,87.9,2011_Heluva_Good_Sour_Cream_Dips_400,2011,15
Greg Biffle,7,2,15,1,28,5,-9,68,77,43,63.2,30,182,91.0,68,34.0,200,121.5,2011_Heluva_Good_Sour_Cream_Dips_400,2011,15
Trevor Bayne,17,27,16,12,34,24,0,115,115,3,2.6,0,2,1.0,0,0.0,200,62.2,2011_Heluva_Good_Sour_Cream_Dips_400,2011,15
Jeff Gordon,31,23,17,7,39,20,10,115,105,24,20.9,5,43,21.5,0,0.0,200,72.7,2011_Heluva_Good_Sour_Cream_Dips_400,2011,15
Joey Logano,30,22,18,9,42,21,4,135,131,33,24.4,0,48,24.0,0,0.0,200,65.9,2011_Heluva_Good_Sour_Cream_Dips_400,2011,15
Jamie McMurray,14,17,19,9,35,21,-18,135,153,17,12.6,4,21,10.5,0,0.0,200,65.3,2011_Heluva_Good_Sour_Cream_Dips_400,2011,15
David Ragan,20,24,20,13,42,21,25,120,95,8,6.7,4,8,4.0,0,0.0,200,74.6,2011_Heluva_Good_Sour_Cream_Dips_400,2011,15
"Dale Earnhardt, Jr.",15,20,21,3,25,15,20,121,101,53,43.8,2,110,55.0,0,0.0,200,77.3,2011_Heluva_Good_Sour_Cream_Dips_400,2011,15
Bobby Labonte,16,26,22,1,38,26,-7,91,98,12,13.2,0,7,3.5,1,0.5,200,56.8,2011_Heluva_Good_Sour_Cream_Dips_400,2011,15
Marcos Ambrose,18,18,23,11,33,19,-22,119,141,14,11.8,0,28,14.0,0,0.0,200,71.5,2011_Heluva_Good_Sour_Cream_Dips_400,2011,15
Jeff Burton,33,16,24,10,33,20,14,112,98,4,3.6,0,10,5.0,0,0.0,200,63.4,2011_Heluva_Good_Sour_Cream_Dips_400,2011,15
Brad Keselowski,41,30,25,2,41,25,18,137,119,14,10.2,0,3,1.5,0,0.0,200,58.6,2011_Heluva_Good_Sour_Cream_Dips_400,2011,15
"Martin Truex, Jr.",11,13,26,11,32,21,-18,97,115,15,15.5,0,48,24.0,0,0.0,199,71.7,2011_Heluva_Good_Sour_Cream_Dips_400,2011,15
Jimmie Johnson,21,36,27,18,43,35,-8,30,38,0,0.0,1,0,0.0,0,0.0,199,45.1,2011_Heluva_Good_Sour_Cream_Dips_400,2011,15
Kasey Kahne,8,9,28,4,34,15,-13,99,112,55,55.6,6,136,68.0,0,0.0,199,88.0,2011_Heluva_Good_Sour_Cream_Dips_400,2011,15
David Gilliland,40,31,29,17,38,30,-1,67,68,0,0.0,0,0,0.0,0,0.0,199,46.9,2011_Heluva_Good_Sour_Cream_Dips_400,2011,15
Juan Pablo Montoya,25,29,30,22,40,29,-13,65,78,0,0.0,0,0,0.0,0,0.0,199,48.9,2011_Heluva_Good_Sour_Cream_Dips_400,2011,15
Travis Kvapil,28,32,31,28,41,33,-9,35,44,0,0.0,1,0,0.0,0,0.0,199,41.3,2011_Heluva_Good_Sour_Cream_Dips_400,2011,15
Mike Bliss,35,33,32,1,36,32,1,58,57,0,0.0,0,2,1.0,1,0.5,199,42.2,2011_Heluva_Good_Sour_Cream_Dips_400,2011,15
Regan Smith,5,25,33,5,42,23,-9,94,103,16,17.0,1,43,21.5,0,0.0,199,56.8,2011_Heluva_Good_Sour_Cream_Dips_400,2011,15
Dave Blaney,42,34,34,21,41,34,9,54,45,0,0.0,0,0,0.0,0,0.0,198,36.3,2011_Heluva_Good_Sour_Cream_Dips_400,2011,15
David Reutimann,2,12,35,2,36,21,-33,74,107,25,33.8,2,105,52.5,0,0.0,180,70.4,2011_Heluva_Good_Sour_Cream_Dips_400,2011,15
Andy Lally,36,35,36,9,40,34,-15,48,63,7,14.6,0,2,1.0,0,0.0,155,36.6,2011_Heluva_Good_Sour_Cream_Dips_400,2011,15
Robby Gordon,37,37,37,33,43,37,-13,14,27,0,0.0,0,0,0.0,0,0.0,80,30.5,2011_Heluva_Good_Sour_Cream_Dips_400,2011,15
Casey Mears,39,38,38,1,42,37,2,27,25,0,0.0,0,2,1.0,1,0.5,51,39.5,2011_Heluva_Good_Sour_Cream_Dips_400,2011,15
J.J. Yeley,34,39,39,8,41,38,-3,17,20,0,0.0,2,1,0.5,0,0.0,47,34.0,2011_Heluva_Good_Sour_Cream_Dips_400,2011,15
Joe Nemechek,29,40,40,13,43,39,4,14,10,0,0.0,0,2,1.0,0,0.0,44,31.5,2011_Heluva_Good_Sour_Cream_Dips_400,2011,15
David Stremme,32,41,41,11,41,40,-9,3,12,0,0.0,0,2,1.0,0,0.0,39,33.9,2011_Heluva_Good_Sour_Cream_Dips_400,2011,15
Scott Riggs,43,42,42,14,43,41,-4,2,6,0,0.0,0,1,0.5,0,0.0,30,28.3,2011_Heluva_Good_Sour_Cream_Dips_400,2011,15
Michael McDowell,38,43,43,8,43,42,-7,8,15,0,0.0,0,2,1.0,0,0.0,28,29.4,2011_Heluva_Good_Sour_Cream_Dips_400,2011,15
Kurt Busch,11,1,1,1,34,3,2,67,65,30,44.8,9,107,97.3,76,69.1,110,142.6,2011_Toyota_Save_Mart_350,2011,16
Jeff Gordon,13,24,2,2,29,15,-1,97,98,26,26.8,4,50,45.5,0,0.0,110,92.6,2011_Toyota_Save_Mart_350,2011,16
Carl Edwards,23,9,3,2,31,12,0,106,106,29,27.4,0,65,59.1,0,0.0,110,98.1,2011_Toyota_Save_Mart_350,2011,16
Clint Bowyer,9,3,4,1,28,8,14,94,80,45,47.9,7,96,87.3,1,0.9,110,116.5,2011_Toyota_Save_Mart_350,2011,16
Marcos Ambrose,8,13,5,2,26,9,24,89,65,54,60.7,2,100,90.9,0,0.0,110,110.2,2011_Toyota_Save_Mart_350,2011,16
Joey Logano,1,16,6,1,27,14,-4,100,104,27,27.0,2,60,54.5,5,4.5,110,92.2,2011_Toyota_Save_Mart_350,2011,16
Jimmie Johnson,12,4,7,2,22,9,17,81,64,48,59.3,5,97,88.2,0,0.0,110,108.5,2011_Toyota_Save_Mart_350,2011,16
"Martin Truex, Jr.",14,7,8,2,37,10,-29,103,132,50,48.5,9,88,80.0,0,0.0,110,101.2,2011_Toyota_Save_Mart_350,2011,16
Kevin Harvick,26,22,9,1,37,17,30,102,72,27,26.5,0,48,43.6,5,4.5,110,83.4,2011_Toyota_Save_Mart_350,2011,16
Brad Keselowski,15,6,10,2,31,10,-30,85,115,32,37.6,1,100,90.9,0,0.0,110,94.8,2011_Toyota_Save_Mart_350,2011,16
Kyle Busch,19,8,11,2,25,11,16,109,93,54,49.5,2,97,88.2,0,0.0,110,97.1,2011_Toyota_Save_Mart_350,2011,16
David Gilliland,29,23,12,1,29,15,-2,109,111,43,39.4,1,56,50.9,1,0.9,110,80.7,2011_Toyota_Save_Mart_350,2011,16
A.J. Allmendinger,7,10,13,2,31,12,4,99,95,37,37.4,1,75,68.2,0,0.0,110,88.5,2011_Toyota_Save_Mart_350,2011,16
Matt Kenseth,33,11,14,6,36,23,-3,80,83,5,6.3,0,20,18.2,0,0.0,110,69.6,2011_Toyota_Save_Mart_350,2011,16
Jamie McMurray,2,5,15,2,36,18,-36,106,142,17,16.0,2,41,37.3,0,0.0,110,82.8,2011_Toyota_Save_Mart_350,2011,16
Regan Smith,24,27,16,1,38,22,18,73,55,22,30.1,2,33,30.0,5,4.5,110,70.5,2011_Toyota_Save_Mart_350,2011,16
Paul Menard,3,25,17,3,33,20,-14,88,102,7,8.0,1,17,15.5,0,0.0,110,71.4,2011_Toyota_Save_Mart_350,2011,16
Robby Gordon,28,37,18,4,37,25,3,100,97,2,2.0,0,11,10.0,0,0.0,110,57.1,2011_Toyota_Save_Mart_350,2011,16
Mark Martin,16,28,19,6,37,25,-14,80,94,11,13.8,0,3,2.7,0,0.0,110,61.9,2011_Toyota_Save_Mart_350,2011,16
Kasey Kahne,6,19,20,2,25,12,-5,84,89,40,47.6,5,80,72.7,0,0.0,110,86.3,2011_Toyota_Save_Mart_350,2011,16
Jeff Burton,25,26,21,14,38,25,-1,90,91,3,3.3,0,1,0.9,0,0.0,110,60.3,2011_Toyota_Save_Mart_350,2011,16
Juan Pablo Montoya,17,15,22,1,36,12,12,120,108,53,44.2,7,94,85.5,2,1.8,110,85.3,2011_Toyota_Save_Mart_350,2011,16
Greg Biffle,22,33,23,9,40,27,-25,84,109,7,8.3,1,9,8.2,0,0.0,110,51.0,2011_Toyota_Save_Mart_350,2011,16
David Reutimann,32,14,24,7,39,20,-21,95,116,8,8.4,5,34,30.9,0,0.0,110,63.2,2011_Toyota_Save_Mart_350,2011,16
Ryan Newman,5,18,25,2,34,14,-5,92,97,29,31.5,2,54,49.1,0,0.0,110,76.4,2011_Toyota_Save_Mart_350,2011,16
Andy Pilgrim,43,34,26,9,43,30,-19,92,111,11,12.0,0,8,7.3,0,0.0,110,46.6,2011_Toyota_Save_Mart_350,2011,16
Chris Cook,42,35,27,17,42,35,8,42,34,0,0.0,0,0,0.0,0,0.0,110,38.9,2011_Toyota_Save_Mart_350,2011,16
Boris Said,30,20,28,7,37,24,1,76,75,11,14.5,1,17,15.5,0,0.0,110,59.8,2011_Toyota_Save_Mart_350,2011,16
David Ragan,34,21,29,6,34,27,5,77,72,11,14.3,0,4,3.6,0,0.0,110,49.7,2011_Toyota_Save_Mart_350,2011,16
Michael McDowell,38,30,30,8,42,30,-14,66,80,10,15.2,0,8,7.3,0,0.0,110,42.5,2011_Toyota_Save_Mart_350,2011,16
Dave Blaney,36,29,31,5,36,27,-17,101,118,25,24.8,0,19,17.3,0,0.0,110,47.0,2011_Toyota_Save_Mart_350,2011,16
Terry Labonte,39,36,32,13,39,32,-20,103,123,0,0.0,0,2,1.8,0,0.0,110,35.7,2011_Toyota_Save_Mart_350,2011,16
Brian Simo,40,31,33,11,41,33,-16,45,61,0,0.0,0,1,0.9,0,0.0,109,38.6,2011_Toyota_Save_Mart_350,2011,16
Casey Mears,27,38,34,20,42,36,2,50,48,0,0.0,0,0,0.0,0,0.0,108,32.2,2011_Toyota_Save_Mart_350,2011,16
Andy Lally,41,39,35,18,41,37,-1,29,30,0,0.0,0,0,0.0,0,0.0,104,32.2,2011_Toyota_Save_Mart_350,2011,16
Brian Vickers,10,32,36,3,37,25,11,99,88,23,23.2,0,20,18.2,0,0.0,103,58.1,2011_Toyota_Save_Mart_350,2011,16
Denny Hamlin,4,12,37,1,39,20,10,35,25,24,68.6,13,56,50.9,12,10.9,99,102.8,2011_Toyota_Save_Mart_350,2011,16
Bobby Labonte,21,17,38,11,40,31,-34,40,74,0,0.0,0,5,4.5,0,0.0,91,47.9,2011_Toyota_Save_Mart_350,2011,16
Tony Stewart,20,2,39,1,39,15,-22,84,106,37,44.0,5,74,67.3,3,2.7,88,93.1,2011_Toyota_Save_Mart_350,2011,16
Joe Nemechek,31,40,40,19,41,39,2,43,41,0,0.0,0,0,0.0,0,0.0,66,29.0,2011_Toyota_Save_Mart_350,2011,16
"Dale Earnhardt, Jr.",18,41,41,16,41,33,0,57,57,0,0.0,1,0,0.0,0,0.0,45,54.0,2011_Toyota_Save_Mart_350,2011,16
Mike Skinner,37,42,42,37,43,42,0,1,1,0,0.0,0,0,0.0,0,0.0,10,28.3,2011_Toyota_Save_Mart_350,2011,16
P.J. Jones,35,43,43,29,43,43,-6,3,9,0,0.0,0,0,0.0,0,0.0,5,29.4,2011_Toyota_Save_Mart_350,2011,16
David Ragan,5,30,1,1,34,12,4,251,247,154,61.4,2,116,68.2,15,8.8,170,107.3,2011_Coke_Zero_400_Powered_by_Coca-Cola,2011,17
Matt Kenseth,16,29,2,1,33,12,13,255,242,144,56.5,4,108,63.5,14,8.2,170,102.5,2011_Coke_Zero_400_Powered_by_Coca-Cola,2011,17
Joey Logano,37,8,3,1,37,12,42,301,259,223,74.1,5,128,75.3,0,0.0,170,105.6,2011_Coke_Zero_400_Powered_by_Coca-Cola,2011,17
Kasey Kahne,13,1,4,1,36,12,-23,238,261,159,66.8,2,119,70.0,19,11.2,170,101.0,2011_Coke_Zero_400_Powered_by_Coca-Cola,2011,17
Kyle Busch,38,7,5,1,36,11,42,317,275,258,81.4,6,142,83.5,11,6.5,170,104.7,2011_Coke_Zero_400_Powered_by_Coca-Cola,2011,17
Jeff Gordon,4,23,6,1,37,22,8,162,154,44,27.2,4,34,20.0,1,0.6,170,85.6,2011_Coke_Zero_400_Powered_by_Coca-Cola,2011,17
Kevin Harvick,31,11,7,1,31,8,0,255,255,224,87.8,4,162,95.3,16,9.4,170,107.6,2011_Coke_Zero_400_Powered_by_Coca-Cola,2011,17
Paul Menard,10,12,8,1,24,9,-20,254,274,220,86.6,1,159,93.5,5,2.9,170,103.7,2011_Coke_Zero_400_Powered_by_Coca-Cola,2011,17
Juan Pablo Montoya,30,18,9,1,38,21,27,266,239,80,30.1,9,45,26.5,2,1.2,170,77.3,2011_Coke_Zero_400_Powered_by_Coca-Cola,2011,17
A.J. Allmendinger,9,31,10,5,34,24,8,237,229,60,25.3,10,26,15.3,0,0.0,170,62.5,2011_Coke_Zero_400_Powered_by_Coca-Cola,2011,17
Tony Stewart,19,25,11,1,36,22,-29,156,185,45,28.8,3,35,20.6,1,0.6,170,66.4,2011_Coke_Zero_400_Powered_by_Coca-Cola,2011,17
Brian Vickers,20,2,12,1,35,13,-18,249,267,158,63.5,3,114,67.1,0,0.0,170,91.6,2011_Coke_Zero_400_Powered_by_Coca-Cola,2011,17
Denny Hamlin,36,27,13,1,37,16,28,246,218,130,52.8,3,92,54.1,4,2.4,170,84.9,2011_Coke_Zero_400_Powered_by_Coca-Cola,2011,17
Kurt Busch,25,20,14,1,34,15,14,269,255,140,52.0,2,94,55.3,6,3.5,170,90.3,2011_Coke_Zero_400_Powered_by_Coca-Cola,2011,17
Brad Keselowski,26,21,15,1,38,22,-21,227,248,82,36.1,3,38,22.4,1,0.6,170,64.5,2011_Coke_Zero_400_Powered_by_Coca-Cola,2011,17
David Gilliland,39,26,16,2,40,23,-18,164,182,45,27.4,3,36,21.2,0,0.0,170,59.6,2011_Coke_Zero_400_Powered_by_Coca-Cola,2011,17
Marcos Ambrose,15,32,17,7,35,25,3,213,210,40,18.8,3,19,11.2,0,0.0,170,54.8,2011_Coke_Zero_400_Powered_by_Coca-Cola,2011,17
Greg Biffle,17,22,18,1,37,21,16,243,227,93,38.3,5,46,27.1,1,0.6,170,69.9,2011_Coke_Zero_400_Powered_by_Coca-Cola,2011,17
"Dale Earnhardt, Jr.",6,15,19,1,36,19,-6,179,185,64,35.8,5,52,30.6,1,0.6,170,84.7,2011_Coke_Zero_400_Powered_by_Coca-Cola,2011,17
Jimmie Johnson,8,16,20,2,37,20,-10,184,194,70,38.0,8,44,25.9,0,0.0,170,81.5,2011_Coke_Zero_400_Powered_by_Coca-Cola,2011,17
Jeff Burton,12,33,21,1,37,21,-4,242,246,90,37.2,5,55,32.4,3,1.8,170,70.6,2011_Coke_Zero_400_Powered_by_Coca-Cola,2011,17
Jamie McMurray,18,17,22,1,38,22,10,260,250,82,31.5,4,43,25.3,1,0.6,170,69.0,2011_Coke_Zero_400_Powered_by_Coca-Cola,2011,17
Ryan Newman,11,28,23,1,36,15,-10,228,238,133,58.3,4,97,57.1,25,14.7,170,82.3,2011_Coke_Zero_400_Powered_by_Coca-Cola,2011,17
Regan Smith,28,19,24,1,33,15,-14,247,261,119,48.2,4,81,47.6,4,2.4,170,85.0,2011_Coke_Zero_400_Powered_by_Coca-Cola,2011,17
David Reutimann,23,13,25,2,35,13,-27,274,301,167,60.9,4,108,63.5,0,0.0,170,82.9,2011_Coke_Zero_400_Powered_by_Coca-Cola,2011,17
Landon Cassill,21,6,26,2,31,14,-16,242,258,158,65.3,1,93,54.7,0,0.0,169,86.9,2011_Coke_Zero_400_Powered_by_Coca-Cola,2011,17
Andy Lally,7,10,27,7,38,27,-44,144,188,48,33.3,2,24,14.1,0,0.0,169,44.9,2011_Coke_Zero_400_Powered_by_Coca-Cola,2011,17
Terry Labonte,41,9,28,3,41,27,-3,152,155,47,30.9,1,28,16.5,0,0.0,169,45.7,2011_Coke_Zero_400_Powered_by_Coca-Cola,2011,17
Travis Kvapil,27,4,29,1,39,21,2,221,219,54,24.4,2,42,24.7,1,0.6,169,61.1,2011_Coke_Zero_400_Powered_by_Coca-Cola,2011,17
Joe Nemechek,43,3,30,1,43,21,5,228,223,56,24.6,3,47,27.6,1,0.6,169,64.3,2011_Coke_Zero_400_Powered_by_Coca-Cola,2011,17
Bobby Labonte,24,37,31,23,40,36,2,45,43,0,0.0,5,0,0.0,0,0.0,168,39.3,2011_Coke_Zero_400_Powered_by_Coca-Cola,2011,17
Casey Mears,32,5,32,1,38,14,-9,240,249,165,68.8,6,99,58.2,3,1.8,164,88.4,2011_Coke_Zero_400_Powered_by_Coca-Cola,2011,17
Mark Martin,1,24,33,1,36,22,0,160,160,26,16.3,3,38,22.4,15,8.8,164,68.3,2011_Coke_Zero_400_Powered_by_Coca-Cola,2011,17
Robby Gordon,42,35,34,16,42,34,-20,55,75,0,0.0,1,0,0.0,0,0.0,163,35.2,2011_Coke_Zero_400_Powered_by_Coca-Cola,2011,17
"Martin Truex, Jr.",34,14,35,1,36,13,-18,248,266,156,62.9,5,110,64.7,16,9.4,162,81.7,2011_Coke_Zero_400_Powered_by_Coca-Cola,2011,17
Clint Bowyer,3,34,36,1,38,22,14,223,209,75,33.6,8,50,29.4,3,1.8,162,63.6,2011_Coke_Zero_400_Powered_by_Coca-Cola,2011,17
Carl Edwards,14,38,37,1,39,34,-24,44,68,43,97.7,2,22,12.9,1,0.6,144,50.7,2011_Coke_Zero_400_Powered_by_Coca-Cola,2011,17
Geoffrey Bodine,35,36,38,14,40,35,-50,35,85,2,5.7,0,1,0.6,0,0.0,143,30.6,2011_Coke_Zero_400_Powered_by_Coca-Cola,2011,17
Dave Blaney,40,39,39,22,40,37,-24,14,38,0,0.0,0,0,0.0,0,0.0,47,31.5,2011_Coke_Zero_400_Powered_by_Coca-Cola,2011,17
Mike Skinner,29,40,40,29,43,40,0,2,2,0,0.0,0,0,0.0,0,0.0,5,28.4,2011_Coke_Zero_400_Powered_by_Coca-Cola,2011,17
Trevor Bayne,2,41,41,1,41,40,-18,3,21,3,100.0,0,3,1.8,0,0.0,4,29.5,2011_Coke_Zero_400_Powered_by_Coca-Cola,2011,17
Michael McDowell,33,42,42,33,43,42,0,3,3,0,0.0,0,0,0.0,0,0.0,2,28.9,2011_Coke_Zero_400_Powered_by_Coca-Cola,2011,17
Kevin Conway,22,43,43,22,43,43,-2,0,2,0,0.0,0,0,0.0,0,0.0,1,27.3,2011_Coke_Zero_400_Powered_by_Coca-Cola,2011,17
Kyle Busch,1,1,1,1,15,2,-2,35,37,28,80.0,57,267,100.0,125,46.8,267,145.6,2011_Quaker_State_400,2011,18
David Reutimann,17,6,2,1,34,9,13,117,104,66,56.4,3,248,92.9,7,2.6,267,105.8,2011_Quaker_State_400,2011,18
Jimmie Johnson,5,5,3,1,21,6,-3,94,97,65,69.1,22,256,95.9,0,0.0,267,119.8,2011_Quaker_State_400,2011,18
Ryan Newman,18,23,4,2,31,18,29,103,74,32,31.1,3,79,29.6,0,0.0,267,85.5,2011_Quaker_State_400,2011,18
Carl Edwards,7,2,5,2,18,8,4,80,76,56,70.0,8,257,96.3,0,0.0,267,108.2,2011_Quaker_State_400,2011,18
Matt Kenseth,13,9,6,2,26,9,2,93,91,74,79.6,14,262,98.1,0,0.0,267,103.1,2011_Quaker_State_400,2011,18
Brad Keselowski,6,8,7,1,23,5,-13,79,92,51,64.6,31,259,97.0,79,29.6,267,118.6,2011_Quaker_State_400,2011,18
David Ragan,8,13,8,1,27,11,9,80,71,60,75.0,2,225,84.3,3,1.1,267,94.1,2011_Quaker_State_400,2011,18
Kurt Busch,3,3,9,1,19,4,-10,57,67,44,77.2,20,266,99.6,41,15.4,267,118.5,2011_Quaker_State_400,2011,18
Jeff Gordon,14,25,10,2,29,19,14,109,95,44,40.4,3,82,30.7,0,0.0,267,75.2,2011_Quaker_State_400,2011,18
Denny Hamlin,26,15,11,1,40,15,16,112,96,60,53.6,2,163,61.0,5,1.9,267,85.4,2011_Quaker_State_400,2011,18
Tony Stewart,9,14,12,1,26,12,-11,114,125,50,43.9,17,176,65.9,1,0.4,267,97.2,2011_Quaker_State_400,2011,18
Kasey Kahne,4,4,13,1,32,12,-10,132,142,44,33.3,7,153,57.3,1,0.4,267,94.6,2011_Quaker_State_400,2011,18
Joey Logano,15,19,14,5,26,16,-12,108,120,54,50.0,0,137,51.3,0,0.0,267,80.8,2011_Quaker_State_400,2011,18
Juan Pablo Montoya,2,7,15,2,23,8,-5,98,103,58,59.2,2,257,96.3,0,0.0,267,100.7,2011_Quaker_State_400,2011,18
Kevin Harvick,19,10,16,7,28,13,-4,98,102,39,39.8,1,175,65.5,0,0.0,267,85.8,2011_Quaker_State_400,2011,18
Regan Smith,12,17,17,8,31,17,-6,106,112,14,13.2,3,77,28.8,0,0.0,267,79.4,2011_Quaker_State_400,2011,18
"Martin Truex, Jr.",16,24,18,1,30,18,-1,99,100,38,38.4,0,76,28.5,1,0.4,267,72.7,2011_Quaker_State_400,2011,18
Jeff Burton,22,18,19,10,30,19,-5,105,110,23,21.9,1,50,18.7,0,0.0,267,70.9,2011_Quaker_State_400,2011,18
Marcos Ambrose,11,16,20,6,35,20,-20,124,144,24,19.4,4,67,25.1,0,0.0,267,69.4,2011_Quaker_State_400,2011,18
Greg Biffle,21,11,21,4,29,14,10,112,102,49,43.8,19,207,77.5,0,0.0,267,85.1,2011_Quaker_State_400,2011,18
Mark Martin,28,20,22,2,35,20,-13,105,118,18,17.1,2,19,7.1,0,0.0,267,65.6,2011_Quaker_State_400,2011,18
