Driver,Start,Mid Race,Finish,High Pos.,Low Pos.,Avg. Pos.,Pass Diff.,Green Flag Passes,Green Flag Times Passed,Quality Passes,Pct. Quality Passes,Fastest Lap,Top 15 Laps,Pct. Top 15 Laps,Laps Led,Pct. Laps Led,Total Laps,DRIVER RATING,race_name,year,race_num
Kevin Harvick,34,7,1,1,37,10,12,244,232,163,66.8,7,171,84.7,4,2.0,202,109.0,2007_Daytona_500,2007,1
Mark Martin,26,14,2,1,33,12,5,163,158,108,66.3,2,161,79.7,26,12.9,202,101.3,2007_Daytona_500,2007,1
Jeff Burton,7,4,3,3,22,10,7,217,210,203,93.5,4,174,86.1,0,0.0,202,109.3,2007_Daytona_500,2007,1
Mike Wallace,22,39,4,4,42,34,12,187,175,33,17.6,1,17,8.4,0,0.0,202,55.8,2007_Daytona_500,2007,1
David Ragan,35,36,5,5,43,34,-3,159,162,29,18.2,2,11,5.4,0,0.0,202,52.4,2007_Daytona_500,2007,1
Elliott Sadler,30,33,6,3,39,23,15,205,190,95,46.3,2,52,25.7,0,0.0,202,77.9,2007_Daytona_500,2007,1
Kasey Kahne,28,24,7,7,40,23,-3,240,243,7,2.9,4,1,0.5,0,0.0,202,69.8,2007_Daytona_500,2007,1
David Gilliland,1,40,8,1,42,21,24,143,119,64,44.8,13,101,50.0,18,8.9,202,90.7,2007_Daytona_500,2007,1
Joe Nemechek,18,30,9,9,41,30,5,138,133,34,24.6,5,18,8.9,0,0.0,202,63.0,2007_Daytona_500,2007,1
Jeff Gordon,42,11,10,7,38,21,20,290,270,97,33.4,1,44,21.8,0,0.0,202,71.6,2007_Daytona_500,2007,1
David Stremme,6,6,11,2,27,10,23,264,241,229,86.7,6,186,92.1,0,0.0,202,97.1,2007_Daytona_500,2007,1
J.J. Yeley,12,38,12,9,43,30,10,185,175,12,6.5,3,4,2.0,0,0.0,202,64.5,2007_Daytona_500,2007,1
Reed Sorenson,33,17,13,3,43,20,37,201,164,69,34.3,3,69,34.2,0,0.0,202,76.8,2007_Daytona_500,2007,1
Boris Said,23,34,14,12,43,29,-16,205,221,22,10.7,0,10,5.0,0,0.0,202,64.6,2007_Daytona_500,2007,1
Robby Gordon,39,28,15,15,43,33,-12,123,135,0,0.0,8,1,0.5,0,0.0,202,57.3,2007_Daytona_500,2007,1
Johnny Sauter,41,21,16,4,41,17,32,243,211,112,46.1,11,105,52.0,0,0.0,202,88.0,2007_Daytona_500,2007,1
Sterling Marlin,38,25,17,12,42,28,-3,199,202,7,3.5,3,6,3.0,0,0.0,202,58.5,2007_Daytona_500,2007,1
Clint Bowyer,11,18,18,4,40,22,-8,191,199,90,47.1,11,63,31.2,0,0.0,202,74.7,2007_Daytona_500,2007,1
Juan Pablo Montoya,36,29,19,7,42,32,6,164,158,0,0.0,4,2,1.0,0,0.0,202,45.7,2007_Daytona_500,2007,1
Casey Mears,17,16,20,4,39,21,19,246,227,82,33.3,2,37,18.3,0,0.0,202,61.1,2007_Daytona_500,2007,1
Bobby Labonte,27,27,21,14,39,28,-18,203,221,7,3.4,2,2,1.0,0,0.0,202,52.3,2007_Daytona_500,2007,1
Dale Jarrett,43,35,22,7,43,30,-18,112,130,0,0.0,1,2,1.0,0,0.0,202,50.9,2007_Daytona_500,2007,1
Carl Edwards,14,8,23,2,39,12,24,279,255,215,77.1,5,164,81.2,0,0.0,202,88.1,2007_Daytona_500,2007,1
Kyle Busch,8,2,24,1,25,5,-19,165,184,164,99.4,4,201,99.5,4,2.0,202,102.4,2007_Daytona_500,2007,1
Greg Biffle,25,15,25,2,35,15,-18,179,197,121,67.6,1,111,55.0,0,0.0,202,68.8,2007_Daytona_500,2007,1
Ricky Rudd,2,13,26,2,33,15,-26,275,301,160,58.2,4,111,55.0,0,0.0,202,73.8,2007_Daytona_500,2007,1
Matt Kenseth,10,9,27,1,36,9,-13,249,262,215,86.3,9,190,94.1,6,3.0,202,93.5,2007_Daytona_500,2007,1
Denny Hamlin,9,5,28,1,37,15,1,172,171,125,72.7,3,114,56.4,0,0.0,201,72.4,2007_Daytona_500,2007,1
"Martin Truex, Jr.",13,10,29,1,29,11,-13,218,231,180,82.6,7,169,83.7,13,6.4,201,84.7,2007_Daytona_500,2007,1
Michael Waltrip,15,41,30,4,43,37,-24,52,76,10,19.2,1,4,2.0,0,0.0,200,32.5,2007_Daytona_500,2007,1
Jamie McMurray,24,19,31,2,36,19,-6,222,228,108,48.6,1,44,21.8,0,0.0,195,66.6,2007_Daytona_500,2007,1
"Dale Earnhardt, Jr.",5,31,32,3,35,13,-35,194,229,148,76.3,7,152,75.2,0,0.0,195,73.2,2007_Daytona_500,2007,1
Tony Raines,20,26,33,17,39,27,-25,153,178,0,0.0,0,0,0.0,0,0.0,195,49.4,2007_Daytona_500,2007,1
Dave Blaney,37,23,34,14,36,26,17,208,191,0,0.0,3,3,1.5,0,0.0,186,50.4,2007_Daytona_500,2007,1
Ken Schrader,19,22,35,10,41,26,-32,181,213,13,7.2,2,5,2.5,0,0.0,185,52.1,2007_Daytona_500,2007,1
Jeff Green,31,12,36,4,37,20,11,208,197,72,34.6,3,58,28.7,0,0.0,181,77.7,2007_Daytona_500,2007,1
Scott Riggs,32,42,37,20,42,36,-22,65,87,0,0.0,5,0,0.0,0,0.0,179,42.7,2007_Daytona_500,2007,1
Ryan Newman,16,3,38,1,38,10,-9,135,144,135,100.0,4,175,86.6,1,0.5,175,85.9,2007_Daytona_500,2007,1
Jimmie Johnson,21,20,39,11,41,25,0,223,223,40,17.9,2,29,14.4,0,0.0,173,54.6,2007_Daytona_500,2007,1
David Reutimann,40,37,40,25,43,37,18,102,84,0,0.0,2,0,0.0,0,0.0,173,28.5,2007_Daytona_500,2007,1
Kurt Busch,4,1,41,1,41,12,0,44,44,44,100.0,2,150,74.3,95,47.0,166,102.3,2007_Daytona_500,2007,1
Kyle Petty,29,43,42,10,43,41,-15,42,57,6,14.3,0,1,0.5,0,0.0,160,26.3,2007_Daytona_500,2007,1
Tony Stewart,3,32,43,1,43,17,40,98,58,56,57.1,10,112,55.4,35,17.3,152,92.5,2007_Daytona_500,2007,1
Matt Kenseth,25,1,1,1,35,4,-30,69,99,36,52.2,23,234,93.6,133,53.2,250,141.5,2007_Auto_Club_500,2007,2
Jeff Gordon,1,2,2,1,33,7,21,97,76,63,64.9,12,214,85.6,2,0.8,250,110.6,2007_Auto_Club_500,2007,2
Jimmie Johnson,23,14,3,1,38,7,49,103,54,72,69.9,24,232,92.8,31,12.4,250,118.2,2007_Auto_Club_500,2007,2
Jeff Burton,8,6,4,1,34,6,26,77,51,65,84.4,25,238,95.2,18,7.2,250,120.1,2007_Auto_Club_500,2007,2
Mark Martin,3,7,5,1,30,11,-24,69,93,43,62.3,19,197,78.8,1,0.4,250,104.5,2007_Auto_Club_500,2007,2
Clint Bowyer,6,3,6,1,34,6,22,62,40,45,72.6,4,240,96.0,2,0.8,250,112.0,2007_Auto_Club_500,2007,2
Kurt Busch,18,13,7,6,32,15,-1,100,101,51,51.0,1,171,68.4,0,0.0,250,87.3,2007_Auto_Club_500,2007,2
Tony Stewart,11,4,8,1,31,8,34,84,50,52,61.9,46,207,82.8,28,11.2,250,114.4,2007_Auto_Club_500,2007,2
Kyle Busch,12,10,9,1,36,10,11,96,85,59,61.5,5,230,92.0,9,3.6,250,100.3,2007_Auto_Club_500,2007,2
Brian Vickers,15,9,10,4,34,13,20,109,89,66,60.6,1,196,78.4,0,0.0,250,90.1,2007_Auto_Club_500,2007,2
Denny Hamlin,17,12,11,2,27,15,-17,84,101,58,69.0,2,135,54.0,0,0.0,250,82.2,2007_Auto_Club_500,2007,2
Ryan Newman,19,16,12,6,39,15,13,102,89,62,60.8,0,173,69.2,0,0.0,250,82.7,2007_Auto_Club_500,2007,2
J.J. Yeley,29,15,13,1,30,13,-6,84,90,56,66.7,3,190,76.0,0,0.0,250,89.4,2007_Auto_Club_500,2007,2
Joe Nemechek,26,24,14,3,34,17,2,98,96,55,56.1,3,141,56.4,0,0.0,250,84.0,2007_Auto_Club_500,2007,2
Greg Biffle,13,23,15,1,38,19,-9,88,97,53,60.2,1,72,28.8,2,0.8,250,76.2,2007_Auto_Club_500,2007,2
David Ragan,39,17,16,3,42,20,14,95,81,33,34.7,0,35,14.0,0,0.0,250,66.7,2007_Auto_Club_500,2007,2
Kevin Harvick,4,5,17,1,26,7,32,78,46,55,70.5,19,226,90.4,3,1.2,250,100.3,2007_Auto_Club_500,2007,2
Johnny Sauter,31,19,18,10,39,22,13,96,83,18,18.8,0,32,12.8,0,0.0,249,61.0,2007_Auto_Club_500,2007,2
David Stremme,24,26,19,15,33,25,-2,79,81,1,1.3,0,1,0.4,0,0.0,249,62.6,2007_Auto_Club_500,2007,2
Paul Menard,22,18,20,6,26,16,-13,90,103,47,52.2,0,94,37.6,0,0.0,249,68.6,2007_Auto_Club_500,2007,2
Robby Gordon,42,11,21,7,42,17,19,116,97,37,31.9,1,115,46.0,0,0.0,249,69.5,2007_Auto_Club_500,2007,2
Kyle Petty,37,25,22,1,42,24,4,85,81,17,20.0,0,8,3.2,1,0.4,249,48.6,2007_Auto_Club_500,2007,2
Tony Raines,41,22,23,9,43,23,17,84,67,7,8.3,0,6,2.4,0,0.0,249,54.6,2007_Auto_Club_500,2007,2
Elliott Sadler,38,32,24,19,39,30,4,84,80,0,0.0,0,0,0.0,0,0.0,248,42.1,2007_Auto_Club_500,2007,2
David Gilliland,40,29,25,15,40,29,-9,64,73,1,1.6,0,1,0.4,0,0.0,248,52.1,2007_Auto_Club_500,2007,2
Juan Pablo Montoya,9,28,26,8,34,25,-26,64,90,9,14.1,1,21,8.4,0,0.0,248,63.9,2007_Auto_Club_500,2007,2
Ricky Rudd,34,20,27,7,37,25,5,73,68,9,12.3,0,2,0.8,0,0.0,248,48.4,2007_Auto_Club_500,2007,2
Bobby Labonte,28,8,28,2,31,16,-28,56,84,28,50.0,0,125,50.0,0,0.0,248,73.1,2007_Auto_Club_500,2007,2
Carl Edwards,21,34,29,6,39,28,-17,46,63,9,19.6,1,35,14.0,0,0.0,247,66.8,2007_Auto_Club_500,2007,2
Jeff Green,16,31,30,14,39,30,-36,44,80,0,0.0,1,2,0.8,0,0.0,247,39.9,2007_Auto_Club_500,2007,2
Casey Mears,10,33,31,10,34,28,-27,40,67,10,25.0,0,24,9.6,0,0.0,246,51.2,2007_Auto_Club_500,2007,2
Dale Jarrett,43,35,32,24,43,35,7,26,19,0,0.0,0,0,0.0,0,0.0,246,32.3,2007_Auto_Club_500,2007,2
David Reutimann,33,27,33,14,39,28,-1,71,72,2,2.8,0,8,3.2,0,0.0,239,52.9,2007_Auto_Club_500,2007,2
John Andretti,32,21,34,3,40,26,-1,67,68,17,25.4,0,8,3.2,0,0.0,220,47.5,2007_Auto_Club_500,2007,2
Sterling Marlin,27,38,35,20,42,36,-26,32,58,0,0.0,0,0,0.0,0,0.0,198,32.4,2007_Auto_Club_500,2007,2
Ken Schrader,36,30,36,18,41,32,-18,43,61,0,0.0,0,0,0.0,0,0.0,160,39.0,2007_Auto_Club_500,2007,2
Jamie McMurray,35,41,37,27,41,40,7,14,7,0,0.0,0,0,0.0,0,0.0,134,28.7,2007_Auto_Club_500,2007,2
Kasey Kahne,2,37,38,1,38,30,-8,37,45,18,48.6,8,40,16.0,20,8.0,129,69.6,2007_Auto_Club_500,2007,2
Dave Blaney,14,36,39,2,39,27,25,67,42,37,55.2,0,65,26.0,0,0.0,112,67.9,2007_Auto_Club_500,2007,2
"Dale Earnhardt, Jr.",5,39,40,5,40,36,-38,35,73,10,28.6,5,19,7.6,0,0.0,74,49.6,2007_Auto_Club_500,2007,2
Scott Riggs,30,43,41,22,43,42,2,15,13,0,0.0,0,0,0.0,0,0.0,16,28.7,2007_Auto_Club_500,2007,2
"Martin Truex, Jr.",7,40,42,4,42,39,1,8,7,8,100.0,0,13,5.2,0,0.0,14,37.1,2007_Auto_Club_500,2007,2
Reed Sorenson,20,42,43,20,43,42,-11,3,14,0,0.0,0,0,0.0,0,0.0,7,28.9,2007_Auto_Club_500,2007,2
Jimmie Johnson,23,10,1,1,25,6,34,105,71,72,68.6,60,229,85.8,89,33.3,267,138.2,2007_UAW-Daimler_Chrysler_400,2007,3
Jeff Gordon,36,1,2,1,36,7,17,90,73,56,62.2,38,234,87.6,111,41.6,267,130.2,2007_UAW-Daimler_Chrysler_400,2007,3
Denny Hamlin,17,23,3,2,24,15,10,80,70,46,57.5,8,113,42.3,0,0.0,267,92.6,2007_UAW-Daimler_Chrysler_400,2007,3
Matt Kenseth,37,17,4,1,40,19,29,90,61,29,32.2,1,82,30.7,1,0.4,267,83.7,2007_UAW-Daimler_Chrysler_400,2007,3
Mark Martin,14,3,5,1,19,5,-10,54,64,50,92.6,4,254,95.1,15,5.6,267,121.4,2007_UAW-Daimler_Chrysler_400,2007,3
Carl Edwards,13,2,6,1,27,8,15,80,65,61,76.3,4,232,86.9,3,1.1,267,107.0,2007_UAW-Daimler_Chrysler_400,2007,3
Tony Stewart,25,11,7,3,33,13,40,97,57,66,68.0,1,193,72.3,0,0.0,267,91.4,2007_UAW-Daimler_Chrysler_400,2007,3
Ryan Newman,39,12,8,1,38,13,-17,61,78,48,78.7,0,247,92.5,1,0.4,267,89.9,2007_UAW-Daimler_Chrysler_400,2007,3
Kyle Busch,12,16,9,1,25,11,24,90,66,73,81.1,12,209,78.3,4,1.5,267,95.7,2007_UAW-Daimler_Chrysler_400,2007,3
Jamie McMurray,33,15,10,3,35,16,4,74,70,40,54.1,2,142,53.2,0,0.0,267,84.7,2007_UAW-Daimler_Chrysler_400,2007,3
"Dale Earnhardt, Jr.",28,5,11,1,28,8,16,72,56,58,80.6,9,246,92.1,1,0.4,267,101.0,2007_UAW-Daimler_Chrysler_400,2007,3
"Martin Truex, Jr.",26,20,12,1,32,20,7,78,71,28,35.9,0,56,21.0,2,0.7,267,67.9,2007_UAW-Daimler_Chrysler_400,2007,3
Bobby Labonte,42,14,13,1,42,19,18,97,79,56,57.7,2,85,31.8,3,1.1,267,79.6,2007_UAW-Daimler_Chrysler_400,2007,3
Elliott Sadler,3,4,14,1,30,7,-16,84,100,55,65.5,10,256,95.9,17,6.4,267,102.3,2007_UAW-Daimler_Chrysler_400,2007,3
Jeff Burton,5,9,15,1,28,7,22,106,84,88,83.0,22,258,96.6,4,1.5,267,108.1,2007_UAW-Daimler_Chrysler_400,2007,3
Greg Biffle,18,30,16,10,35,25,6,90,84,15,16.7,1,6,2.2,0,0.0,266,59.9,2007_UAW-Daimler_Chrysler_400,2007,3
Robby Gordon,38,25,17,16,40,23,20,80,60,0,0.0,3,0,0.0,0,0.0,266,65.7,2007_UAW-Daimler_Chrysler_400,2007,3
J.J. Yeley,24,7,18,1,34,12,-24,62,86,44,71.0,0,188,70.4,1,0.4,266,84.0,2007_UAW-Daimler_Chrysler_400,2007,3
Tony Raines,27,24,19,4,32,20,-23,68,91,16,23.5,0,40,15.0,0,0.0,266,67.2,2007_UAW-Daimler_Chrysler_400,2007,3
David Stremme,2,22,20,2,29,20,-18,71,89,21,29.6,0,38,14.2,0,0.0,266,66.5,2007_UAW-Daimler_Chrysler_400,2007,3
David Gilliland,21,29,21,14,43,28,8,69,61,4,5.8,1,2,0.7,0,0.0,265,53.8,2007_UAW-Daimler_Chrysler_400,2007,3
Juan Pablo Montoya,4,19,22,2,33,23,5,89,84,31,34.8,7,18,6.7,0,0.0,265,67.3,2007_UAW-Daimler_Chrysler_400,2007,3
Scott Riggs,6,26,23,5,36,25,-18,46,64,4,8.7,1,21,7.9,0,0.0,265,61.4,2007_UAW-Daimler_Chrysler_400,2007,3
Kenny Wallace,15,21,24,7,33,21,-23,52,75,1,1.9,0,21,7.9,0,0.0,265,59.1,2007_UAW-Daimler_Chrysler_400,2007,3
Jeff Green,29,28,25,5,35,28,-10,62,72,11,17.7,0,2,0.7,0,0.0,265,50.7,2007_UAW-Daimler_Chrysler_400,2007,3
Kurt Busch,10,13,26,2,32,16,-23,73,96,41,56.2,0,144,53.9,0,0.0,265,80.1,2007_UAW-Daimler_Chrysler_400,2007,3
Kevin Harvick,20,27,27,15,37,27,-8,48,56,0,0.0,3,2,0.7,0,0.0,265,53.1,2007_UAW-Daimler_Chrysler_400,2007,3
Kyle Petty,22,32,28,7,39,32,-8,64,72,5,7.8,0,2,0.7,0,0.0,265,40.1,2007_UAW-Daimler_Chrysler_400,2007,3
Jon Wood,41,31,29,23,42,32,-13,45,58,0,0.0,1,0,0.0,0,0.0,264,38.0,2007_UAW-Daimler_Chrysler_400,2007,3
Ricky Rudd,40,33,30,16,41,31,0,50,50,0,0.0,0,0,0.0,0,0.0,264,45.6,2007_UAW-Daimler_Chrysler_400,2007,3
Reed Sorenson,7,35,31,2,36,27,-26,32,58,22,68.8,0,82,30.7,0,0.0,263,71.1,2007_UAW-Daimler_Chrysler_400,2007,3
Paul Menard,19,36,32,19,38,34,-21,36,57,0,0.0,0,0,0.0,0,0.0,263,36.7,2007_UAW-Daimler_Chrysler_400,2007,3
Dale Jarrett,43,34,33,21,43,35,-17,24,41,0,0.0,0,0,0.0,0,0.0,263,31.4,2007_UAW-Daimler_Chrysler_400,2007,3
Sterling Marlin,8,8,34,1,34,12,-13,69,82,51,73.9,0,226,84.6,1,0.4,251,76.1,2007_UAW-Daimler_Chrysler_400,2007,3
Kasey Kahne,1,6,35,1,35,9,-4,69,73,44,63.8,7,241,90.3,13,4.9,251,87.3,2007_UAW-Daimler_Chrysler_400,2007,3
Clint Bowyer,16,18,36,1,36,19,31,100,69,49,49.0,14,103,38.6,1,0.4,239,68.0,2007_UAW-Daimler_Chrysler_400,2007,3
David Ragan,35,38,37,33,43,38,0,6,6,0,0.0,0,0,0.0,0,0.0,236,28.0,2007_UAW-Daimler_Chrysler_400,2007,3
Joe Nemechek,9,39,38,8,40,37,0,6,6,4,66.7,5,16,6.0,0,0.0,156,48.5,2007_UAW-Daimler_Chrysler_400,2007,3
Johnny Sauter,32,37,39,19,39,35,-4,34,38,0,0.0,0,0,0.0,0,0.0,147,36.0,2007_UAW-Daimler_Chrysler_400,2007,3
Casey Mears,34,43,40,30,43,41,6,12,6,0,0.0,2,0,0.0,0,0.0,141,30.3,2007_UAW-Daimler_Chrysler_400,2007,3
Aric Almirola,31,40,41,26,41,39,-11,5,16,0,0.0,0,0,0.0,0,0.0,46,32.4,2007_UAW-Daimler_Chrysler_400,2007,3
Dave Blaney,11,41,42,10,42,40,-4,3,7,3,100.0,0,17,6.4,0,0.0,17,38.4,2007_UAW-Daimler_Chrysler_400,2007,3
Ward Burton,30,42,43,28,43,42,-1,2,3,0,0.0,0,0,0.0,0,0.0,15,26.3,2007_UAW-Daimler_Chrysler_400,2007,3
Jimmie Johnson,3,2,1,1,19,2,3,32,29,32,100.0,54,324,99.7,135,41.5,325,143.2,2007_Kobalt_Tools_500,2007,4
Tony Stewart,13,11,2,1,23,4,18,53,35,53,100.0,50,323,99.4,121,37.2,325,130.0,2007_Kobalt_Tools_500,2007,4
Matt Kenseth,21,1,3,1,39,7,8,96,88,53,55.2,15,281,86.5,11,3.4,325,112.3,2007_Kobalt_Tools_500,2007,4
Jeff Burton,32,10,4,1,34,10,24,70,46,47,67.1,13,289,88.9,2,0.6,325,101.6,2007_Kobalt_Tools_500,2007,4
Juan Pablo Montoya,16,8,5,2,32,10,15,89,74,56,62.9,18,288,88.6,0,0.0,325,103.1,2007_Kobalt_Tools_500,2007,4
Clint Bowyer,15,4,6,1,34,8,4,68,64,50,73.5,3,311,95.7,2,0.6,325,107.4,2007_Kobalt_Tools_500,2007,4
Carl Edwards,14,7,7,3,35,10,10,87,77,54,62.1,12,311,95.7,0,0.0,325,101.3,2007_Kobalt_Tools_500,2007,4
"Martin Truex, Jr.",18,15,8,2,29,12,12,86,74,60,69.8,4,280,86.2,0,0.0,325,90.8,2007_Kobalt_Tools_500,2007,4
Reed Sorenson,11,9,9,1,26,8,1,37,36,37,100.0,2,323,99.4,1,0.3,325,101.4,2007_Kobalt_Tools_500,2007,4
Mark Martin,4,14,10,4,25,10,-15,59,74,41,69.5,1,297,91.4,0,0.0,325,90.7,2007_Kobalt_Tools_500,2007,4
Kurt Busch,17,6,11,1,40,9,10,105,95,64,61.0,8,309,95.1,14,4.3,325,96.9,2007_Kobalt_Tools_500,2007,4
Jeff Gordon,5,3,12,1,26,9,8,65,57,42,64.6,25,227,69.8,30,9.2,325,113.7,2007_Kobalt_Tools_500,2007,4
David Stremme,7,18,13,4,37,17,-10,88,98,18,20.5,5,136,41.8,0,0.0,325,84.0,2007_Kobalt_Tools_500,2007,4
"Dale Earnhardt, Jr.",22,5,14,2,36,8,5,113,108,63,55.8,4,307,94.5,0,0.0,325,96.1,2007_Kobalt_Tools_500,2007,4
Jamie McMurray,37,17,15,6,33,18,12,86,74,20,23.3,0,89,27.4,0,0.0,325,76.2,2007_Kobalt_Tools_500,2007,4
Bobby Labonte,6,21,16,1,43,21,-16,80,96,21,26.3,5,30,9.2,1,0.3,325,67.8,2007_Kobalt_Tools_500,2007,4
Joe Nemechek,19,19,17,11,33,17,2,79,77,20,25.3,1,66,20.3,0,0.0,325,74.4,2007_Kobalt_Tools_500,2007,4
Elliott Sadler,2,12,18,1,33,12,-24,80,104,37,46.3,1,269,82.8,1,0.3,325,82.0,2007_Kobalt_Tools_500,2007,4
Denny Hamlin,30,28,19,5,34,24,-2,102,104,26,25.5,2,5,1.5,0,0.0,324,66.1,2007_Kobalt_Tools_500,2007,4
Robby Gordon,39,23,20,17,42,23,1,104,103,0,0.0,18,0,0.0,0,0.0,324,68.4,2007_Kobalt_Tools_500,2007,4
Mike Bliss,9,30,21,7,36,24,-11,73,84,8,11.0,0,7,2.2,0,0.0,324,65.5,2007_Kobalt_Tools_500,2007,4
J.J. Yeley,20,20,22,4,34,21,-5,77,82,23,29.9,0,9,2.8,0,0.0,324,65.2,2007_Kobalt_Tools_500,2007,4
Ryan Newman,1,25,23,16,43,28,15,83,68,0,0.0,2,0,0.0,0,0.0,324,51.0,2007_Kobalt_Tools_500,2007,4
Sterling Marlin,28,26,24,12,38,24,2,80,78,4,5.0,0,4,1.2,0,0.0,324,59.1,2007_Kobalt_Tools_500,2007,4
Kevin Harvick,36,13,25,1,36,18,13,81,68,33,40.7,2,91,28.0,1,0.3,324,62.6,2007_Kobalt_Tools_500,2007,4
Ricky Rudd,42,27,26,21,43,29,15,81,66,0,0.0,0,0,0.0,0,0.0,323,50.6,2007_Kobalt_Tools_500,2007,4
Dave Blaney,35,29,27,1,36,28,-1,102,103,29,28.4,0,5,1.5,1,0.3,323,53.5,2007_Kobalt_Tools_500,2007,4
Casey Mears,34,31,28,23,42,32,1,77,76,0,0.0,0,0,0.0,0,0.0,323,42.0,2007_Kobalt_Tools_500,2007,4
Johnny Sauter,26,35,29,7,37,32,-9,89,98,17,19.1,0,3,0.9,0,0.0,323,43.5,2007_Kobalt_Tools_500,2007,4
David Gilliland,27,33,30,13,39,30,-1,80,81,4,5.0,2,1,0.3,0,0.0,323,48.9,2007_Kobalt_Tools_500,2007,4
Paul Menard,23,36,31,5,38,32,-14,104,118,23,22.1,0,4,1.2,0,0.0,323,40.3,2007_Kobalt_Tools_500,2007,4
Kyle Busch,8,37,32,2,43,33,-27,70,97,6,8.6,29,18,5.5,0,0.0,322,63.9,2007_Kobalt_Tools_500,2007,4
David Ragan,38,39,33,10,43,36,-1,84,85,11,13.1,0,1,0.3,0,0.0,322,35.4,2007_Kobalt_Tools_500,2007,4
Kyle Petty,40,41,34,23,43,39,2,46,44,0,0.0,0,0,0.0,0,0.0,322,30.0,2007_Kobalt_Tools_500,2007,4
Jeff Green,41,40,35,24,43,37,-3,68,71,0,0.0,0,0,0.0,0,0.0,322,32.6,2007_Kobalt_Tools_500,2007,4
Dale Jarrett,43,38,36,21,43,38,-8,47,55,0,0.0,0,0,0.0,0,0.0,320,31.7,2007_Kobalt_Tools_500,2007,4
Ken Schrader,29,43,37,19,43,40,-12,46,58,0,0.0,0,0,0.0,0,0.0,318,29.6,2007_Kobalt_Tools_500,2007,4
Tony Raines,33,42,38,18,43,38,-10,57,67,0,0.0,0,0,0.0,0,0.0,318,33.4,2007_Kobalt_Tools_500,2007,4
Kasey Kahne,12,24,39,11,43,28,-17,65,82,6,9.2,6,7,2.2,0,0.0,306,48.7,2007_Kobalt_Tools_500,2007,4
David Reutimann,24,34,40,21,42,35,-10,67,77,0,0.0,0,0,0.0,0,0.0,295,36.2,2007_Kobalt_Tools_500,2007,4
Greg Biffle,25,16,41,8,41,21,12,72,60,37,51.4,5,184,56.6,0,0.0,280,65.9,2007_Kobalt_Tools_500,2007,4
Brian Vickers,31,32,42,1,42,33,18,131,113,35,26.7,2,13,4.0,5,1.5,227,42.3,2007_Kobalt_Tools_500,2007,4
Scott Riggs,10,22,43,4,43,26,-15,78,93,10,12.8,4,60,18.5,0,0.0,221,61.4,2007_Kobalt_Tools_500,2007,4
Kyle Busch,20,4,1,1,20,5,21,27,6,22,81.5,28,494,98.0,29,5.8,504,121.0,2007_Food_City_500,2007,5
Jeff Burton,29,8,2,2,30,12,39,46,7,26,56.5,25,401,79.6,0,0.0,504,98.8,2007_Food_City_500,2007,5
Jeff Gordon,1,14,3,1,27,12,1,37,36,23,62.2,13,336,66.7,6,1.2,504,98.9,2007_Food_City_500,2007,5
Kevin Harvick,40,7,4,1,41,9,31,52,21,27,51.9,22,454,90.1,9,1.8,504,104.2,2007_Food_City_500,2007,5
Greg Biffle,11,2,5,2,16,6,13,27,14,27,100.0,32,501,99.4,0,0.0,504,111.6,2007_Food_City_500,2007,5
Jeff Green,9,20,6,6,26,17,-3,27,30,8,29.6,2,110,21.8,0,0.0,504,81.0,2007_Food_City_500,2007,5
"Dale Earnhardt, Jr.",31,12,7,6,36,16,31,47,16,15,31.9,9,323,64.1,0,0.0,504,88.1,2007_Food_City_500,2007,5
Clint Bowyer,18,11,8,5,27,13,18,35,17,11,31.4,10,302,59.9,0,0.0,504,90.8,2007_Food_City_500,2007,5
Jamie McMurray,5,5,9,2,14,7,1,19,18,19,100.0,15,504,100.0,0,0.0,504,101.3,2007_Food_City_500,2007,5
Casey Mears,16,19,10,7,30,19,-4,28,32,11,39.3,0,206,40.9,0,0.0,504,70.0,2007_Food_City_500,2007,5
Matt Kenseth,38,9,11,3,40,13,-3,26,29,16,61.5,9,452,89.7,0,0.0,504,87.3,2007_Food_City_500,2007,5
Carl Edwards,32,13,12,5,33,14,6,32,26,12,37.5,7,392,77.8,0,0.0,504,82.5,2007_Food_City_500,2007,5
David Stremme,33,15,13,4,41,16,-8,37,45,13,35.1,10,275,54.6,0,0.0,504,79.0,2007_Food_City_500,2007,5
Denny Hamlin,10,6,14,1,14,5,-3,22,25,22,100.0,38,504,100.0,177,35.1,504,118.5,2007_Food_City_500,2007,5
Brian Vickers,25,16,15,1,26,17,1,20,19,2,10.0,0,130,25.8,1,0.2,504,69.4,2007_Food_City_500,2007,5
Jimmie Johnson,6,10,16,6,20,11,-14,14,28,14,100.0,7,469,93.1,0,0.0,503,87.3,2007_Food_City_500,2007,5
Mike Bliss,19,18,17,10,31,17,14,35,21,12,34.3,9,237,47.0,0,0.0,503,69.2,2007_Food_City_500,2007,5
Ward Burton,14,22,18,10,28,19,10,23,13,5,21.7,5,50,9.9,0,0.0,502,64.2,2007_Food_City_500,2007,5
Kasey Kahne,2,3,19,2,33,13,2,15,13,9,60.0,12,279,55.4,0,0.0,501,103.2,2007_Food_City_500,2007,5
Kyle Petty,26,21,20,18,33,23,-3,25,28,0,0.0,1,0,0.0,0,0.0,501,51.7,2007_Food_City_500,2007,5
